DeIdent,Admissions_Status,Admissions_Cycle,Gender,TMDSASEthnicity,MCAT2015,Overall_GPA,Urg_Overall,UrgSci_GPA,Grad_GPA
0x1684FED8,Rejected Without Interview ,2022,Female,Asian,508,3.84,3.84,3.79,0
0x1686F072,Withdrew Application before Offer,2022,Female,Asian,523,4,4,4,0
0x1687BDCE,Rejected Without Interview ,2022,Female,Asian,514,3.97,3.97,3.93,0
0x168A064A,Rejected Without Interview ,2022,Female,Asian,519,3.98,3.98,3.95,0
0x168B12D6,Rejected Without Interview ,2022,Female,Asian,510,3.76,3.69,3.61,3.94
0x168C46E0,Rejected Without Interview ,2022,Female,Asian,520,3.94,3.94,3.94,0
0x168D536C,Rejected Without Interview ,2022,Female,Asian,510,4,4,4,0
0x168DE198,Rejected Without Interview ,2022,Female,Asian,513,3.97,3.97,4,0
0x168E10FC,Rejected Without Interview ,2022,Female,Asian,509,3.72,3.7,3.56,3.85
0x168E5812,Rejected Without Interview ,2022,Female,Asian,509,3.79,3.79,3.69,0
0x168EB6DA,Rejected Without Interview ,2022,Female,Asian,512,3.94,3.94,4,0
0x168ED672,Rejected Without Interview ,2022,Female,Asian,517,3.98,3.98,3.97,0
0x168EEE24,Rejected Without Interview ,2022,Female,Asian,511,3.82,3.82,3.76,0
0x168F746A,Rejected Without Interview ,2022,Female,Asian,513,3.97,3.97,3.94,0
0x168F9402,Rejected Without Interview ,2022,Female,Asian,513,3.86,3.86,3.68,0
0x16906944,Withdrew Application before Offer,2022,Female,Asian,520,3.91,3.91,3.86,0
0x1691B500,Rejected Without Interview ,2022,Female,Asian,489,2.87,2.72,2.59,3.5
0x1691C4CC,Rejected Without Interview ,2022,Female,Asian,510,3.84,3.84,3.83,0
0x16929228,Rejected Without Interview ,2022,Female,Asian,518,3.96,3.96,4,0
0x1692B1C0,Rejected Without Interview ,2022,Female,Asian,512,4,4,4,0
0x16969CDA,Rejected Without Interview ,2022,Female,Asian,504,3.85,3.85,3.83,0
0x1696B48C,Rejected Without Interview ,2022,Female,Asian,515,4,4,4,0
0x1697E896,Rejected Without Interview ,2022,Female,Asian,515,3.62,3.62,3.26,0
0x16981FE0,Rejected Without Interview ,2022,Female,Asian,505,3.76,3.76,3.69,0
0x1698868E,Rejected Without Interview ,2022,Female,Asian,506,3.66,3.66,3.41,0
0x1698E556,Rejected Without Interview ,2022,Female,Asian,510,3.76,3.7,3.58,4
0x16992C6C,Withdrew Application after Acceptance,2022,Female,Asian,514,4,4,4,0
0x16993452,Rejected Without Interview ,2022,Female,Asian,513,3.87,3.87,3.83,0
0x16994C04,Rejected Without Interview ,2022,Female,Asian,506,3.75,3.75,3.59,0
0x169A38F8,Rejected Without Interview ,2022,Female,Asian,510,4,4,4,0
0x169A48C4,Withdrew Application after Acceptance,2022,Female,Asian,524,4,4,4,0
0x169ABF3E,Rejected Without Interview ,2022,Female,Asian,511,3.84,3.84,3.83,0
0x169AEEA2,Rejected Without Interview ,2022,Female,Asian,506,3.78,3.78,3.55,0
0x169BBBFE,Rejected Without Interview ,2022,Female,Asian,526,4,4,4,0
0x169C0314,Rejected Without Interview ,2022,Female,Asian,517,3.92,3.92,3.84,0
0x169C59F6,Rejected Without Interview ,2022,Female,Asian,512,3.78,3.78,3.66,0
0x169CA10C,Rejected Without Interview ,2022,Female,Asian,508,3.97,3.97,3.95,0
0x169CB0D8,Rejected Without Interview ,2022,Female,Asian,511,4,4,4,0
0x169CF7EE,Rejected Without Interview ,2022,Female,Asian,521,4,4,4,0
0x169D0FA0,Rejected Without Interview ,2022,Female,Asian,474,3.56,3.56,3.17,0
0x169D1786,Rejected Without Interview ,2022,Female,Asian,517,3.55,3.47,3.43,3.91
0x169DE4E2,Rejected Without Interview ,2022,Female,Asian,513,3.73,3.73,3.7,0
0x169DFC94,Rejected Without Interview ,2022,Female,Asian,501,3.62,3.62,3.45,0
0x169E4B90,Rejected Without Interview ,2022,Female,Asian,523,3.94,3.94,4,4
0x169EF16E,Rejected Without Interview ,2022,Female,Asian,513,3.86,3.86,3.62,0
0x169F1106,Rejected Without Interview ,2022,Female,Asian,516,3.96,3.96,3.95,0
0x169F309E,Offered Admissions and Matriculated,2022,Female,Asian,510,3.96,3.96,3.97,0
0x16A13204,Rejected Without Interview ,2022,Female,Asian,516,3.91,3.91,3.89,0
0x16A15982,Rejected Without Interview ,2022,Female,Asian,516,3.74,3.74,3.56,0
0x16A1A87E,Rejected Without Interview ,2022,Female,Asian,515,3.7,3.69,3.56,4
0x16A1B064,Rejected Without Interview ,2022,Female,Asian,516,3.87,3.87,3.8,0
0x16A1F77A,Rejected Without Interview ,2022,Female,Asian,520,4,4,4,0
0x16A20F2C,Offered Admissions and Matriculated,2022,Female,Asian,511,3.98,3.98,3.96,0
0x16A27DC0,Withdrew Application before Offer,2022,Female,Asian,519,4,4,4,0
0x16A28D8C,Rejected Without Interview ,2022,Female,Asian,511,3.97,3.97,3.91,0
0x16A2C4D6,Withdrew Application before Offer,2022,Female,Asian,525,3.93,3.93,3.94,0
0x16A30406,Rejected Without Interview ,2022,Female,Asian,519,3.95,3.95,4,0
0x16A38266,Rejected Without Interview ,2022,Female,Asian,514,4,4,4,0
0x16A3C196,Rejected Without Interview ,2022,Female,Asian,512,4,4,4,0
0x16A3F8E0,Rejected Without Interview ,2022,Female,Asian,489,3.04,2.93,2.78,3.81
0x16A3F8E0,Rejected Without Interview ,2022,Female,Asian,489,3.04,2.93,2.78,3.81
0x16A41878,Rejected Without Interview ,2022,Female,Asian,495,3.97,3.97,3.96,0
0x16A43FF6,Rejected Without Interview ,2022,Female,Asian,514,3.99,3.99,3.98,0
0x16A47F26,Rejected Without Interview ,2022,Female,Asian,511,3.97,3.97,3.95,0
0x16A4A6A4,Waitlisted but not Offered ,2022,Female,Asian,515,3.8,3.8,3.64,0
0x16A5056C,Rejected Without Interview ,2022,Female,Asian,514,3.53,3.53,3.24,0
0x16A54C82,Rejected Without Interview ,2022,Female,Asian,511,3.89,3.89,3.91,0
0x16A59B7E,Rejected Without Interview ,2022,Female,Asian,516,4,4,4,0
0x16A5C2FC,Rejected Without Interview ,2022,Female,Asian,510,3.9,3.9,3.91,0
0x16A5D2C8,Rejected Without Interview ,2022,Female,Asian,512,3.86,3.86,3.78,0
0x16A5E294,Rejected Without Interview ,2022,Female,Asian,522,3.93,3.93,3.86,0
0x16A6983E,Rejected Without Interview ,2022,Female,Asian,520,4,4,4,0
0x16A6A024,Rejected Without Interview ,2022,Female,Asian,518,3.9,3.9,3.82,0
0x16A6B7D6,Rejected Without Interview ,2022,Female,Asian,517,4,4,4,0
0x16A70EB8,Rejected Without Interview ,2022,Female,Asian,507,3.82,3.82,3.79,0
0x16A73E1C,Rejected Without Interview ,2022,Female,Asian,497,3.86,3.86,4,0
0x16A794FE,Rejected Without Interview ,2022,Female,Asian,511,3.9,3.9,3.93,0
0x16A84AA8,Rejected Without Interview ,2022,Female,Asian,518,3.98,3.98,4,0
0x16A8C122,Rejected Without Interview ,2022,Female,Asian,522,3.98,3.98,3.95,0
0x16A8C908,Rejected Without Interview ,2022,Female,Asian,512,3.8,3.8,3.64,0
0x16A91FEA,Rejected Without Interview ,2022,Female,Asian,515,3.8,3.8,3.62,0
0x16A96EE6,Rejected Without Interview ,2022,Female,Asian,520,3.97,3.97,3.96,0
0x16A9E560,Rejected Without Interview ,2022,Female,Asian,506,3.79,3.75,3.63,4
0x16A9F52C,Withdrew Application before Offer,2022,Female,Asian,519,4,4,4,0
0x16AAF1EC,Rejected Without Interview ,2022,Female,Asian,514,4,4,4,0
0x16AAF9D2,Rejected Without Interview ,2022,Female,Asian,513,3.44,3.44,2.85,0
0x16AB6080,Rejected Without Interview ,2022,Female,Asian,498,3.74,3.67,3.45,3.94
0x16ABA796,Rejected Without Interview ,2022,Female,Asian,508,3.8,3.8,3.71,0
0x16ABB762,Rejected Without Interview ,2022,Female,Asian,523,4,4,4,0
0x16ABCF14,Withdrew Application before Offer,2022,Female,Asian,521,3.92,3.93,3.87,3.84
0x16ABDEE0,Rejected Without Interview ,2022,Female,Asian,517,4,4,4,0
0x16AC0E44,Rejected Without Interview ,2022,Female,Asian,505,3.87,3.87,3.86,0
0x16ADD860,Rejected Without Interview ,2022,Female,Asian,504,4,4,4,0
0x16AE0FAA,Rejected Without Interview ,2022,Female,Asian,507,4,4,4,0
0x16AE7E3E,Rejected Without Interview ,2022,Female,Asian,513,3.71,3.71,3.71,0
0x16AEFC9E,Rejected Without Interview ,2022,Female,Asian,505,3.9,3.9,3.7,0
0x16AFC214,Rejected Without Interview ,2022,Female,Asian,518,3.94,3.94,3.94,0
0x16AFD9C6,Rejected Without Interview ,2022,Female,Asian,506,3.94,3.94,3.94,0
0x16AFE992,Rejected Without Interview ,2022,Female,Asian,505,3.66,3.66,3.48,0
0x16B018F6,Rejected Without Interview ,2022,Female,Asian,515,3.85,3.85,3.8,0
0x16B0D686,Rejected Without Interview ,2022,Female,Asian,523,4,4,4,0
0x16B19416,Rejected Without Interview ,2022,Female,Asian,512,3.96,3.96,3.94,0
0x16B19BFC,Rejected Without Interview ,2022,Female,Asian,514,3.6,3.6,3.33,0
0x16B1C37A,Rejected Without Interview ,2022,Female,Asian,515,3.24,3.24,3.06,0
0x16B22242,Rejected Without Interview ,2022,Female,Asian,504,3.9,3.9,3.86,0
0x16B239F4,Rejected Without Interview ,2022,Female,Asian,501,3.67,3.67,3.38,0
0x16B26172,Rejected Without Interview ,2022,Female,Asian,514,4,4,4,0
0x16B2713E,Rejected Without Interview ,2022,Female,Asian,508,3.76,3.76,3.6,0
0x16B2D7EC,Rejected Without Interview ,2022,Female,Asian,519,4,4,4,0
0x16B2DFD2,Rejected Without Interview ,2022,Female,Asian,514,4,4,4,0
0x16B30F36,Rejected Without Interview ,2022,Female,Asian,505,3.73,3.73,3.6,0
0x16B3171C,Rejected Without Interview ,2022,Female,Asian,513,3.77,3.77,3.56,0
0x16B37DCA,Rejected Without Interview ,2022,Female,Asian,509,3.92,3.92,3.87,0
0x16B41BC2,Rejected Without Interview ,2022,Female,Asian,519,3.9,3.9,3.87,0
0x16B4E91E,Rejected Without Interview ,2022,Female,Asian,513,3.9,3.9,3.91,0
0x16B508B6,Rejected Without Interview ,2022,Female,Asian,505,3.76,3.76,3.78,0
0x16B53034,Rejected Without Interview ,2022,Female,Asian,510,3.9,3.9,3.91,0
0x16B54000,Rejected Without Interview ,2022,Female,Asian,512,3.94,3.94,3.92,0
0x16B5677E,Rejected Without Interview ,2022,Female,Asian,512,3.97,3.97,3.95,0
0x16B5774A,Rejected Without Interview ,2022,Female,Asian,500,3.63,3.63,3.55,0
0x16B5C646,Withdrew Application before Offer,2022,Female,Asian,523,4,4,4,0
0x16B5DDF8,Rejected Without Interview ,2022,Female,Asian,508,3.97,3.97,3.95,0
0x16B5DDF8,Rejected Without Interview ,2022,Female,Asian,508,3.97,3.97,3.95,0
0x16B6250E,Rejected Without Interview ,2022,Female,Asian,509,3.61,3.61,3.44,0
0x16B6250E,Rejected Without Interview ,2022,Female,Asian,509,3.61,3.61,3.44,0
0x16B721CE,Rejected Without Interview ,2022,Female,Asian,511,3.95,3.95,4,0
0x16B75918,Rejected Without Interview ,2022,Female,Asian,519,3.82,3.82,3.62,0
0x16B7EF2A,Rejected Without Interview ,2022,Female,Asian,509,3.85,3.85,3.79,0
0x16B7F710,Rejected Without Interview ,2022,Female,Asian,511,3.66,3.58,3.5,4
0x16B7FEF6,Rejected Without Interview ,2022,Female,Asian,505,3.82,3.82,3.63,0
0x16B8460C,Rejected Without Interview ,2022,Female,Asian,517,3.98,3.98,3.96,0
0x16B8F3D0,Rejected Without Interview ,2022,Female,Asian,504,3.87,3.87,3.84,0
0x16B91368,Rejected Without Interview ,2022,Female,Asian,516,4,4,4,0
0x16B96A4A,Withdrew Application after Acceptance,2022,Female,Asian,525,4,4,4,0
0x16B9D0F8,Rejected Without Interview ,2022,Female,Asian,518,4,4,4,0
0x16BA005C,Rejected Without Interview ,2022,Female,Asian,516,4,4,4,0
0x16BAC5D2,Rejected Without Interview ,2022,Female,Asian,512,3.93,3.93,3.88,0
0x16BAC5D2,Rejected Without Interview ,2022,Female,Asian,512,3.93,3.93,3.88,0
0x16BAFD1C,Rejected Without Interview ,2022,Female,Asian,518,3.93,3.93,3.82,4
0x16BB249A,Rejected Without Interview ,2022,Female,Asian,521,3.98,3.98,3.97,0
0x16BB9B14,Withdrew Application before Offer,2022,Female,Asian,517,3.91,3.91,3.93,0
0x16BBA2FA,Rejected Without Interview ,2022,Female,Asian,510,3.33,3.17,3.01,3.86
0x16BC8022,Rejected Without Interview ,2022,Female,Asian,513,4,4,4,0
0x16BCE6D0,Rejected Without Interview ,2022,Female,Asian,516,3.93,3.93,3.91,0
0x16BCF69C,Rejected Without Interview ,2022,Female,Asian,508,3.37,3.37,3.2,0
0x16BD2600,Rejected Without Interview ,2022,Female,Asian,510,3.62,3.62,3.33,0
0x16BD2DE6,Rejected Without Interview ,2022,Female,Asian,520,4,4,4,0
0x16BD4D7E,Rejected Without Interview ,2022,Female,Asian,522,4,4,4,0
0x16BDA460,Rejected Without Interview ,2022,Female,Asian,507,3.79,3.79,3.62,0
0x16BDB42C,Rejected Without Interview ,2022,Female,Asian,504,3.91,3.91,3.85,0
0x16BDD3C4,Rejected Without Interview ,2022,Female,Asian,515,3.74,3.74,3.59,0
0x16BE1ADA,Rejected Without Interview ,2022,Female,Asian,518,3.45,3.42,3.2,3.75
0x16BE4258,Rejected Without Interview ,2022,Female,Asian,513,3.68,3.68,3.54,0
0x16BE896E,Rejected Without Interview ,2022,Female,Asian,512,3.89,3.89,3.86,0
0x16BEA906,Rejected Without Interview ,2022,Female,Asian,517,3.95,3.95,3.97,0
0x16BF0FB4,Rejected Without Interview ,2022,Female,Asian,507,3.62,3.62,3.37,0
0x16BF5EB0,Waitlisted but not Offered ,2022,Female,Asian,519,3.74,3.74,3.63,0
0x16BF7662,Withdrew Application after Acceptance,2022,Female,Asian,522,4,4,4,0
0x16BF8E14,Rejected Without Interview ,2022,Female,Asian,505,3.87,3.87,3.82,0
0x16BFA5C6,Rejected Without Interview ,2022,Female,Asian,507,3.84,3.84,3.82,0
0x16BFF4C2,Rejected Without Interview ,2022,Female,Asian,516,3.97,3.97,3.95,0
0x16BFFCA8,Rejected Without Interview ,2022,Female,Asian,517,4,4,4,0
0x16C00C74,Offered Admissions and Matriculated,2022,Female,Asian,513,3.96,3.96,3.93,0
0x16C03BD8,Rejected Without Interview ,2022,Female,Asian,506,3.97,3.97,3.95,0
0x16C05B70,Rejected Without Interview ,2022,Female,Asian,495,3.76,3.76,3.74,0
0x16C0E99C,Rejected Without Interview ,2022,Female,Asian,520,3.81,3.79,3.67,4
0x16C130B2,Withdrew Application before Offer,2022,Female,Asian,516,3.9,3.9,3.88,0
0x16C167FC,Rejected Without Interview ,2022,Female,Asian,507,3.33,3.18,3.07,3.95
0x16C23558,Rejected Without Interview ,2022,Female,Asian,510,3.73,3.73,3.53,0
0x16C27488,Rejected Without Interview ,2022,Female,Asian,504,3.71,3.71,3.67,0
0x16C2F2E8,Rejected Without Interview ,2022,Female,Asian,503,3.88,3.88,3.85,0
0x16C390E0,Rejected Without Interview ,2022,Female,Asian,515,3.96,3.96,3.92,0
0x16C4075A,Rejected Without Interview ,2022,Female,Asian,506,3.55,3.55,3.3,0
0x16C40F40,Rejected Without Interview ,2022,Female,Asian,501,3.81,3.81,3.53,0
0x16C45E3C,Rejected Without Interview ,2022,Female,Asian,508,3.82,3.82,3.85,0
0x16C485BA,Rejected Without Interview ,2022,Female,Asian,516,3.95,3.95,3.86,0
0x16C4A552,Rejected Without Interview ,2022,Female,Asian,512,3.73,3.73,3.6,0
0x16C53B64,Rejected Without Interview ,2022,Female,Asian,504,3.77,3.77,3.75,0
0x16C562E2,Rejected Without Interview ,2022,Female,Asian,520,3.97,3.97,3.94,0
0x16C6400A,Rejected Without Interview ,2022,Female,Asian,506,3.81,3.81,3.75,0
0x16C66788,Rejected Without Interview ,2022,Female,Asian,521,3.85,3.85,3.74,0
0x16C6EDCE,Rejected Without Interview ,2022,Female,Asian,518,3.93,3.93,3.88,0
0x16C70D66,Rejected Without Interview ,2022,Female,Asian,513,3.84,3.84,3.78,0
0x16C77BFA,Rejected Without Interview ,2022,Female,Asian,513,4,4,4,0
0x16C8513C,Rejected Without Interview ,2022,Female,Asian,511,3.66,3.66,3.44,0
0x16C8906C,Rejected Without Interview ,2022,Female,Asian,485,3.5,3.5,2.93,0
0x16C906E6,Rejected Without Interview ,2022,Female,Asian,505,3.79,3.79,3.72,4
0x16C955E2,Rejected Without Interview ,2022,Female,Asian,513,3.87,3.87,3.7,0
0x16C9CC5C,Rejected Without Interview ,2022,Female,Asian,496,3.81,3.81,3.7,0
0x16CA03A6,Rejected Without Interview ,2022,Female,Asian,509,3.78,3.78,3.82,0
0x16CA233E,Rejected Without Interview ,2022,Female,Asian,520,4,4,4,0
0x16CA7A20,Rejected Without Interview ,2022,Female,Asian,513,3.7,3.7,3.56,0
0x16CAA984,Withdrew Application before Offer,2022,Female,Asian,517,3.53,3.53,3.39,0
0x16CAC91C,Rejected Without Interview ,2022,Female,Asian,497,3.62,3.62,3.14,0
0x16CAE0CE,Rejected Without Interview ,2022,Female,Asian,499,3.18,2.93,2.38,4
0x16CAE0CE,Rejected Without Interview ,2022,Female,Asian,499,3.18,2.93,2.38,4
0x16CAE8B4,Offered Admissions and Matriculated,2022,Female,Asian,518,3.96,3.96,3.9,0
0x16CAF09A,Rejected Without Interview ,2022,Female,Asian,507,3.96,3.96,3.89,0
0x16CB084C,Rejected Without Interview ,2022,Female,Asian,513,3.85,3.85,3.67,0
0x16CB2FCA,Rejected Without Interview ,2022,Female,Asian,506,3.4,3.83,3.67,0
0x16CB2FCA,Rejected Without Interview ,2022,Female,Asian,506,3.4,3.83,3.67,0
0x16CBAE2A,Rejected Without Interview ,2022,Female,Asian,512,3.91,3.9,3.84,4
0x16CC2C8A,Rejected Without Interview ,2022,Female,Asian,511,3.98,3.98,3.96,0
0x16CC9B1E,Rejected Without Interview ,2022,Female,Asian,502,3.47,3.47,3.42,0
0x16CCBAB6,Rejected Without Interview ,2022,Female,Asian,514,3.76,3.76,3.53,0
0x16CCCA82,Rejected Without Interview ,2022,Female,Asian,504,3.63,3.52,3.36,4
0x16CCF200,Rejected Without Interview ,2022,Female,Asian,522,3.65,3.65,3.55,0
0x16CD9FC4,Rejected Without Interview ,2022,Female,Asian,514,4,4,4,0
0x16CDB776,Rejected Without Interview ,2022,Female,Asian,507,3.53,3.53,3.24,0
0x16CDBF5C,Rejected Without Interview ,2022,Female,Asian,515,4,4,4,0
0x16CDE6DA,Rejected Without Interview ,2022,Female,Asian,512,3.97,3.97,3.95,0
0x16CE556E,Rejected Without Interview ,2022,Female,Asian,503,3.6,3.6,3.41,0
0x16CE6D20,Rejected Without Interview ,2022,Female,Asian,516,3.92,3.92,3.9,0
0x16CE9C84,Rejected Without Interview ,2022,Female,Asian,489,3.81,3.81,3.76,0
0x16CEC402,Rejected Without Interview ,2022,Female,Asian,506,3.92,3.92,3.93,0
0x16CECBE8,Waitlisted but not Offered ,2022,Female,Asian,509,3.97,3.97,3.96,0
0x16CF5A14,Rejected Without Interview ,2022,Female,Asian,525,4,4,4,0
0x16CF71C6,Rejected Without Interview ,2022,Female,Asian,503,3.81,3.81,3.7,0
0x16CFA12A,Rejected Without Interview ,2022,Female,Asian,514,3.63,3.63,3.52,0
0x16CFD874,Rejected Without Interview ,2022,Female,Asian,521,4,4,4,0
0x16CFE05A,Rejected Without Interview ,2022,Female,Asian,511,3.75,3.75,3.7,0
0x16CFFFF2,Rejected Without Interview ,2022,Female,Asian,516,3.87,3.87,3.7,0
0x16D02770,Rejected Without Interview ,2022,Female,Asian,505,3.85,3.85,3.91,0
0x16D0A5D0,Rejected Without Interview ,2022,Female,Asian,498,3.62,3.62,3.64,0
0x16D1AA76,Rejected Without Interview ,2022,Female,Asian,521,3.94,3.94,3.96,0
0x16D1E1C0,Rejected Without Interview ,2022,Female,Asian,515,3.72,3.72,3.58,0
0x16D2583A,Rejected Without Interview ,2022,Female,Asian,512,3.44,3.41,3.11,4
0x16D2C6CE,Rejected Without Interview ,2022,Female,Asian,519,3.72,3.72,3.49,0
0x16D37492,Rejected Without Interview ,2022,Female,Asian,495,3.9,3.9,3.81,0
0x16D449D4,Rejected Without Interview ,2022,Female,Asian,490,3.57,3.57,3.25,0
0x16D46186,Rejected Without Interview ,2022,Female,Asian,517,3.52,3.5,3.39,3.59
0x16D47938,Rejected Without Interview ,2022,Female,Asian,503,3.2,2.98,2.71,3.9
0x16D47938,Rejected Without Interview ,2022,Female,Asian,503,3.2,2.98,2.71,3.9
0x16D4FF7E,Rejected Without Interview ,2022,Female,Asian,503,3.93,3.93,3.9,0
0x16D5BD0E,Withdrew Application after Acceptance,2022,Female,Asian,523,3.96,3.96,3.94,0
0x16D65320,Rejected Without Interview ,2022,Female,Asian,509,3.93,3.93,3.89,0
0x16D7AEA8,Rejected Without Interview ,2022,Female,Asian,506,3.69,3.69,3.6,0
0x16D7AEA8,Rejected Without Interview ,2022,Female,Asian,506,3.69,3.69,3.6,0
0x16D85486,Rejected Without Interview ,2022,Female,Asian,506,4,4,4,0
0x16D85486,Rejected Without Interview ,2022,Female,Asian,506,4,4,4,0
0x16D8E2B2,Rejected Without Interview ,2022,Female,Asian,506,3.41,3.3,3.08,3.8
0x16D968F8,Rejected Without Interview ,2022,Female,Asian,505,3.91,3.91,3.84,0
0x16DA4620,Offered Admissions and Matriculated,2022,Female,Asian,515,3.7,3.7,3.54,0
0x16DAEBFE,Rejected Without Interview ,2022,Female,Asian,505,3.6,3.6,3.37,0
0x16DAF3E4,Rejected Without Interview ,2022,Female,Asian,520,3.82,3.82,3.74,0
0x16DB42E0,Rejected Without Interview ,2022,Female,Asian,515,3.96,3.96,3.9,0
0x16DB7244,Offered Admissions and Matriculated,2022,Female,Asian,513,4,4,4,0
0x16DBC140,Rejected Without Interview ,2022,Female,Asian,513,3.83,3.83,3.82,0
0x16DCAE34,Rejected Without Interview ,2022,Female,Asian,518,3.89,3.89,3.96,0
0x16DCDD98,Rejected Without Interview ,2022,Female,Asian,498,3.36,3.36,3.19,0
0x16DCDD98,Rejected Without Interview ,2022,Female,Asian,498,3.36,3.36,3.19,0
0x16DDD272,Rejected Without Interview ,2022,Female,Asian,523,3.96,3.96,3.93,0
0x16DE881C,Rejected Without Interview ,2022,Female,Asian,522,3.86,3.86,3.77,0
0x16DFB440,Withdrew Application after Acceptance,2022,Female,Asian,523,4,4,4,0
0x16DFCBF2,Rejected Without Interview ,2022,Female,Asian,494,2.84,2.82,2.58,3.33
0x16E0D098,Withdrew Application before Offer,2022,Female,Asian,519,3.98,3.98,3.94,0
0x16E13746,Rejected Without Interview ,2022,Female,Asian,522,3.97,3.97,4,0
0x16E18E28,Rejected Without Interview ,2022,Female,Asian,501,2.98,2.98,2.81,0
0x16E204A2,Rejected Without Interview ,2022,Female,Asian,505,3.92,3.92,3.91,0
0x16E3602A,Rejected Without Interview ,2022,Female,Asian,492,3.87,3.87,3.8,0
0x16E38F8E,Rejected Without Interview ,2022,Female,Asian,518,3.8,3.8,3.66,0
0x16E40DEE,Rejected Without Interview ,2022,Female,Asian,512,3.88,3.88,3.86,0
0x16E46CB6,Rejected Without Interview ,2022,Female,Asian,507,3.84,3.84,3.74,0
0x16E47C82,Rejected Without Interview ,2022,Female,Asian,504,4,4,4,0
0x16E4CB7E,Rejected Without Interview ,2022,Female,Asian,500,3.62,3.57,3.33,3.94
0x16E4D364,Rejected Without Interview ,2022,Female,Asian,516,3.79,3.79,3.62,0
0x16E5C83E,Rejected Without Interview ,2022,Female,Asian,509,3.87,3.87,3.86,0
0x16E64E84,Rejected Without Interview ,2022,Female,Asian,509,3.65,3.65,3.59,0
0x16E6E496,Rejected Without Interview ,2022,Female,Asian,516,3.88,3.88,3.81,0
0x16E7D970,Rejected Without Interview ,2022,Female,Asian,518,4,4,4,0
0x16E90594,Withdrew Application before Offer,2022,Female,Asian,522,4,4,4,0
0x16E9BB3E,Rejected Without Interview ,2022,Female,Asian,509,3.92,3.92,3.92,0
0x16EA399E,Rejected Without Interview ,2022,Female,Asian,520,4,4,4,0
0x16EB1EAC,Rejected Without Interview ,2022,Female,Asian,517,3.93,3.93,3.87,0
0x16EC0BA0,Rejected Without Interview ,2022,Female,Asian,506,4,4,4,0
0x16EC2352,Rejected Without Interview ,2022,Female,Asian,501,3.97,4,4,3.83
0x16EC724E,Rejected Without Interview ,2022,Female,Asian,515,4,4,4,0
0x16ECA1B2,Rejected Without Interview ,2022,Female,Asian,518,3.77,3.77,3.65,0
0x16ECD116,Rejected Without Interview ,2022,Female,Asian,516,3.85,3.85,3.82,0
0x16ED1046,Declined Offer of Admissions,2022,Female,Asian,527,4,4,4,0
0x16ED5F42,Rejected Without Interview ,2022,Female,Asian,515,3.91,3.91,3.89,0
0x16EDBE0A,Rejected Without Interview ,2022,Female,Asian,519,3.92,3.92,3.91,0
0x16EDED6E,Rejected Without Interview ,2022,Female,Asian,515,3.81,3.78,3.35,4
0x16EDFD3A,Rejected Without Interview ,2022,Female,Asian,497,3.63,3.63,3.57,0
0x16EE24B8,Rejected Without Interview ,2022,Female,Asian,510,4,4,4,0
0x16EE7B9A,Rejected Without Interview ,2022,Female,Asian,508,3.88,3.86,3.77,4
0x16EE8380,Rejected Without Interview ,2022,Female,Asian,510,3.97,3.97,3.99,0
0x16EE8380,Rejected Without Interview ,2022,Female,Asian,510,3.97,3.97,3.99,0
0x16EEAAFE,Rejected Without Interview ,2022,Female,Asian,506,3.94,3.94,3.91,0
0x16EF09C6,Rejected Without Interview ,2022,Female,Asian,507,3.97,3.97,3.92,0
0x16EFAFA4,Rejected Without Interview ,2022,Female,Asian,514,3.22,3.15,2.67,3.53
0x16EFD722,Rejected Without Interview ,2022,Female,Asian,518,3.97,3.97,3.92,0
0x16F0DBC8,Rejected Without Interview ,2022,Female,Asian,522,3.66,3.66,3.64,0
0x16F122DE,Rejected Without Interview ,2022,Female,Asian,519,3.95,3.95,3.93,0
0x16F15A28,Rejected Without Interview ,2022,Female,Asian,500,3.57,3.57,3.37,0
0x16F179C0,Rejected Without Interview ,2022,Female,Asian,496,3.69,3.69,3.46,0
0x16F1A924,Rejected Without Interview ,2022,Female,Asian,508,3.58,3.58,3.17,0
0x16F1B8F0,Rejected Without Interview ,2022,Female,Asian,504,3.51,3.51,3.07,3.51
0x16F207EC,Rejected Without Interview ,2022,Female,Asian,506,3.81,3.81,3.71,0
0x16F22F6A,Rejected Without Interview ,2022,Female,Asian,509,3.17,3.17,3.05,0
0x16F2471C,Rejected Without Interview ,2022,Female,Asian,514,3.88,3.88,3.88,0
0x16F29618,Rejected Without Interview ,2022,Female,Asian,511,3.93,3.93,3.88,0
0x16F3BA56,Rejected Without Interview ,2022,Female,Asian,523,4,4,4,0
0x16F428EA,Rejected Without Interview ,2022,Female,Asian,512,3.36,3.16,2.94,4
0x16F4584E,Rejected Without Interview ,2022,Female,Asian,518,3.88,3.88,3.71,0
0x16F4B716,Withdrew Application after Acceptance,2022,Female,Asian,514,3.8,3.8,3.59,0
0x16F4EE60,Rejected Without Interview ,2022,Female,Asian,516,4,4,4,0
0x16F57C8C,Rejected Without Interview ,2022,Female,Asian,504,3.64,3.64,3.38,0
0x16F5BBBC,Rejected Without Interview ,2022,Female,Asian,508,3.97,3.97,3.95,0
0x16F60AB8,Rejected Without Interview ,2022,Female,Asian,519,3.9,3.9,3.92,0
0x16F79D8A,Rejected Without Interview ,2022,Female,Asian,487,3.55,3.55,3.57,0
