DeIdent,Admissions_Status,Admissions_Cycle,Gender,TMDSASEthnicity,MCAT2015,Overall_GPA,Urg_Overall,UrgSci_GPA,Grad_GPA
0x143E5BDF,[REDACTED],2021,[REDACTED],[REDACTED],[REDACTED],[REDACTED],[REDACTED],[REDACTED],[REDACTED]
0x0F19F21F,Rejected Without Interview ,2021,Female,[REDACTED],505,3.11,2.96,2.67,3.74
0x11A09E71,Offered Admissions and Matriculated,2021,Female,[REDACTED],517,3.9,3.9,3.87,0
0x13FEA5C5,Rejected Without Interview ,2021,Female,[REDACTED],505,0,0,0,0
0x1455BBED,Offered Admissions and Matriculated,2021,Female,[REDACTED],523,3.79,3.79,3.61,0
0x145DF7C4,Rejected Without Interview ,2021,Female,[REDACTED],499,3.24,3.26,3.08,3
0x15FE3041,Rejected Without Interview ,2021,Female,[REDACTED],504,0,0,0,0
0x0B27E0A5,Rejected Without Interview ,2021,Male,[REDACTED],502,3.84,3.84,3.78,0
0x0EBAC799,Offered Admissions and Matriculated,2021,Male,[REDACTED],513,3.82,3.82,4,0
0x122AC5F1,Rejected Without Interview ,2021,Male,[REDACTED],512,3.26,3.26,3.05,0
0x1270CE6C,Rejected Without Interview ,2021,Male,[REDACTED],507,3.52,3.49,3.19,4
0x133037C7,Rejected Without Interview ,2021,Male,[REDACTED],508,3.29,3.26,3.07,3.5
0x13C3607B,Offered Admissions and Matriculated,2021,Male,[REDACTED],508,3.97,3.97,3.96,0
0x13CB2DCC,Rejected Without Interview ,2021,Male,[REDACTED],503,3.82,3.82,3.71,0
0x1426759C,Rejected Without Interview ,2021,Male,[REDACTED],496,3.64,3.64,3.42,0
0x14362008,Rejected Without Interview ,2021,Male,[REDACTED],510,3.83,3.83,3.83,3.83
0x14553D9D,Rejected Without Interview ,2021,Male,[REDACTED],496,3.38,3.31,3.06,3.75
0x147E982E,Offered Admissions and Matriculated,2021,Male,[REDACTED],512,3.71,3.71,3.6,0
0x14805246,Rejected Without Interview ,2021,Male,[REDACTED],502,3.11,2.89,3.11,3.79
0x148E9971,Offered Admissions and Matriculated,2021,Male,[REDACTED],511,3.2,2.95,3,4
0x14CCA53D,Rejected Without Interview ,2021,Male,[REDACTED],506,3.28,3.28,3.2,0
0x14D1EB34,Rejected Without Interview ,2021,Male,[REDACTED],492,3.5,3.47,3.15,3.8
0x13C1673B,Rejected Without Interview ,2021,Decline to Answer,African American,494,2.92,2.92,2.87,0
0x14A69763,Rejected Without Interview ,2021,Decline to Answer,African American,501,3.37,3.37,3.16,0
0x0237CA1C,Rejected Without Interview ,2021,Female,African American,495,3.01,3.33,3.13,2.41
0x03548C36,Rejected Without Interview ,2021,Female,African American,496,2.83,2.83,2.37,0
0x042494B8,Rejected Without Interview ,2021,Female,African American,486,3.17,3.17,3.03,0
0x042494B8,Rejected Without Interview ,2021,Female,African American,486,3.17,3.17,3.03,0
0x049CE92E,Rejected Without Interview ,2021,Female,African American,502,2.66,2.51,2.19,3.2
0x05C52BF1,Rejected Without Interview ,2021,Female,African American,500,2.78,2.7,2.61,3.25
0x05FE9F74,Rejected Without Interview ,2021,Female,African American,491,2.97,2.75,2.58,4
0x06F04CE5,Rejected Without Interview ,2021,Female,African American,507,2.78,2.78,2.63,0
0x07320C09,Rejected Without Interview ,2021,Female,African American,501,2.99,2.99,3.13,0
0x07365560,Withdrew Application before Offer,2021,Female,African American,507,3.44,3.31,3.03,4
0x076F0B6B,Rejected Without Interview ,2021,Female,African American,478,3.11,3.11,2.75,0
0x08428038,Rejected Without Interview ,2021,Female,African American,490,3.29,3.2,2.54,3.47
0x085E3182,Rejected Without Interview ,2021,Female,African American,489,3.8,3.8,3.57,0
0x08642527,Rejected Without Interview ,2021,Female,African American,500,3.38,3.38,3.17,0
0x08C7C07D,Rejected Without Interview ,2021,Female,African American,495,3.53,3.53,3.48,0
0x08F832CC,Rejected Without Interview ,2021,Female,African American,498,3.17,3.11,2.73,4
0x09223B0B,Rejected Without Interview ,2021,Female,African American,504,3.25,3.09,2.7,3.73
0x096918AD,Rejected Without Interview ,2021,Female,African American,500,3.23,3.07,2.72,3.47
0x09696F84,Rejected Without Interview ,2021,Female,African American,506,3.52,3.52,3.23,0
0x0976B22A,Rejected Without Interview ,2021,Female,African American,500,3.5,3.58,3.12,3.2
0x09BEC3AF,Rejected Without Interview ,2021,Female,African American,496,3.25,3.14,2.91,3.66
0x09D03FE2,Withdrew Application before Offer,2021,Female,African American,507,3.34,3.29,3.08,3.58
0x09D2E6D0,Rejected Without Interview ,2021,Female,African American,486,3.41,3.41,3.01,0
0x09E87CFC,Rejected Without Interview ,2021,Female,African American,504,3.37,3.29,2.95,3.86
0x09F9AA3D,Rejected Without Interview ,2021,Female,African American,501,3.59,3.59,3.45,0
0x0A1BF4F5,Rejected Without Interview ,2021,Female,African American,496,3.22,3.46,3.48,3.04
0x0A3ABBB3,Rejected Without Interview ,2021,Female,African American,495,3.37,3.37,3.42,0
0x0A422263,Rejected Without Interview ,2021,Female,African American,510,3.27,3.24,3.09,3.34
0x0A59E912,Rejected Without Interview ,2021,Female,African American,503,3.05,2.91,2.69,3.57
0x0A6C5A00,Rejected Without Interview ,2021,Female,African American,499,2.86,2.86,2.57,0
0x0A98AA71,Rejected Without Interview ,2021,Female,African American,511,3.44,3.44,3.2,0
0x0AF6328E,Rejected Without Interview ,2021,Female,African American,500,3.72,3.81,3.82,3.38
0x0B064B80,Rejected Without Interview ,2021,Female,African American,489,3.13,3.02,2.6,3.87
0x0B24C34C,Rejected Without Interview ,2021,Female,African American,502,3.26,3.3,3.13,3.03
0x0B7B2BC6,Rejected Without Interview ,2021,Female,African American,497,3.29,3.29,3.12,0
0x0B9494DE,Rejected Without Interview ,2021,Female,African American,503,3.58,3.58,3.29,0
0x0BD01950,Rejected Without Interview ,2021,Female,African American,496,3.89,3.89,3.88,0
0x0BDABCED,Rejected Without Interview ,2021,Female,African American,492,3.09,2.96,2.59,3.75
0x0BE9C190,Rejected Without Interview ,2021,Female,African American,504,3.74,3.74,3.5,0
0x0BF6FC51,Rejected Without Interview ,2021,Female,African American,482,3.58,3.58,3.47,0
0x0C001D19,Rejected Without Interview ,2021,Female,African American,502,3.81,3.81,3.69,0
0x0C05E160,Rejected Without Interview ,2021,Female,African American,502,3.67,3.67,3.43,0
0x0CCD1FF1,Rejected Without Interview ,2021,Female,African American,496,3.29,3.16,3.08,3.9
0x0CD07C72,Rejected Without Interview ,2021,Female,African American,507,3.29,3.12,2.89,3.88
0x0CDA13A5,Rejected Without Interview ,2021,Female,African American,500,3.51,3.53,3.39,3.47
0x0CE75E30,Rejected Without Interview ,2021,Female,African American,496,3.76,3.76,3.7,0
0x0D0FD3D0,Rejected Without Interview ,2021,Female,African American,485,3.16,3.16,2.65,0
0x0D1223E7,Rejected Without Interview ,2021,Female,African American,502,3.59,3.57,3.48,3.8
0x0D6BD918,Rejected Without Interview ,2021,Female,African American,502,3.17,3.02,2.78,3.79
0x0D82C2BB,Rejected Without Interview ,2021,Female,African American,499,3.61,3.54,3.33,3.91
0x0DB19A86,Rejected Without Interview ,2021,Female,African American,508,3.53,3.5,3.52,3.66
0x0DDC40A9,Rejected Without Interview ,2021,Female,African American,505,3.64,3.64,3.27,0
0x0E0D2963,Rejected Without Interview ,2021,Female,African American,498,3.82,3.82,3.69,0
0x0E35F5DA,Rejected Without Interview ,2021,Female,African American,496,3.66,3.66,3.51,0
0x0E4616B1,Rejected Without Interview ,2021,Female,African American,496,3.71,3.71,3.57,0
0x0E6514B2,Rejected Without Interview ,2021,Female,African American,494,3.49,3.49,3.3,0
0x0E673D50,Rejected Without Interview ,2021,Female,African American,503,3.6,3.6,3.52,0
0x0E6E74A2,Rejected Without Interview ,2021,Female,African American,482,2.53,2.51,2.42,2.63
0x0E762A44,Rejected Without Interview ,2021,Female,African American,514,3.62,3.62,3.67,0
0x0E8BA0DC,Rejected Without Interview ,2021,Female,African American,498,3.46,3.46,3.25,0
0x0EAA4FEB,Rejected Without Interview ,2021,Female,African American,487,3.59,3.59,3.48,0
0x0ED22F8C,Rejected Without Interview ,2021,Female,African American,506,3.26,3.13,2.93,3.76
0x0ED81367,Rejected Without Interview ,2021,Female,African American,493,3.24,3.24,3.33,0
0x0EDA0CA7,Rejected Without Interview ,2021,Female,African American,501,3.54,3.54,2.93,0
0x0EDDB81A,Rejected Without Interview ,2021,Female,African American,502,3.03,3.03,2.99,0
0x0EEA0605,Rejected Without Interview ,2021,Female,African American,490,3.52,3.52,3.44,0
0x0EF00974,Rejected Without Interview ,2021,Female,African American,501,3.43,3.43,3.29,0
0x0EF8DB4A,Rejected Without Interview ,2021,Female,African American,485,3.35,3.35,2.9,0
0x0EFB8A1D,Rejected Without Interview ,2021,Female,African American,487,2.99,2.99,2.6,0
0x0F01AD20,Rejected Without Interview ,2021,Female,African American,504,3.69,3.6,3.55,4
0x0F034F89,Rejected Without Interview ,2021,Female,African American,499,3.22,3.04,2.74,3.92
0x0F034F89,Rejected Without Interview ,2021,Female,African American,499,3.22,3.04,2.74,3.92
0x0F10C972,Rejected Without Interview ,2021,Female,African American,505,3.36,3.36,2.69,0
0x0F18FD64,Rejected Without Interview ,2021,Female,African American,495,3.63,3.63,3.6,0
0x0F350D6A,Rejected Without Interview ,2021,Female,African American,500,2.63,2.63,2.27,0
0x0F378CDF,Rejected Without Interview ,2021,Female,African American,506,3.13,3.08,2.57,3.39
0x0F417304,Rejected Without Interview ,2021,Female,African American,493,3.04,2.99,2.61,3.28
0x0F417304,Rejected Without Interview ,2021,Female,African American,493,3.04,2.99,2.61,3.28
0x0F41E18A,Rejected Without Interview ,2021,Female,African American,501,3.72,3.72,3.56,0
0x0F4C7D42,Rejected Without Interview ,2021,Female,African American,480,3.56,3.54,3.51,3.61
0x0F4C7D42,Rejected Without Interview ,2021,Female,African American,480,3.56,3.54,3.51,3.61
0x0F5BD0D7,Rejected Without Interview ,2021,Female,African American,506,3.48,3.48,3.08,0
0x0F61EBF5,Rejected Without Interview ,2021,Female,African American,502,3.32,3.38,3.11,3.07
0x0F6AA61C,Withdrew Application before Offer,2021,Female,African American,510,3.6,3.6,3.53,0
0x0F74ABD5,Rejected Without Interview ,2021,Female,African American,508,3.69,3.69,3.55,0
0x0F75EF82,Rejected Without Interview ,2021,Female,African American,500,3.13,3.13,3.07,0
0x0F8063C1,Rejected Without Interview ,2021,Female,African American,502,3.79,3.79,3.76,0
0x0F85D131,Rejected Without Interview ,2021,Female,African American,509,3.64,3.64,3.55,0
0x0FA95F96,Rejected Without Interview ,2021,Female,African American,500,3.92,3.94,3.95,3.8
0x0FAAA343,Rejected Without Interview ,2021,Female,African American,506,3.81,3.81,3.75,0
0x0FABAFAD,Rejected Without Interview ,2021,Female,African American,499,3.31,3.37,3.2,3.1
0x0FBF9B8B,Rejected Without Interview ,2021,Female,African American,500,3.88,3.88,3.85,0
0x0FCEC7A7,Rejected Without Interview ,2021,Female,African American,504,3.6,3.61,3.37,3.57
0x0FDAC6A0,Rejected Without Interview ,2021,Female,African American,498,3.57,3.58,3.26,3.5
0x100D2A4A,Rejected Without Interview ,2021,Female,African American,497,3.38,3.34,3.15,3.57
0x1038AD79,Rejected Without Interview ,2021,Female,African American,493,2.7,2.7,2.06,0
0x103DA47E,Rejected Without Interview ,2021,Female,African American,501,3.85,3.81,3.67,4
0x1049CAF0,Withdrew Application before Offer,2021,Female,African American,513,3.15,2.96,2.43,3.78
0x106B28D2,Rejected Without Interview ,2021,Female,African American,504,3.73,3.73,3.61,0
0x106D027E,Rejected Without Interview ,2021,Female,African American,495,3.5,3.48,3.36,3.81
0x1076A196,Rejected Without Interview ,2021,Female,African American,493,3.77,3.77,3.67,0
0x10ADC502,Rejected Without Interview ,2021,Female,African American,496,3.02,3.02,2.67,0
0x10AE827A,Rejected Without Interview ,2021,Female,African American,497,3.33,3.28,3.21,3.56
0x10AE827A,Rejected Without Interview ,2021,Female,African American,497,3.33,3.28,3.21,3.56
0x10B3719A,Rejected Without Interview ,2021,Female,African American,505,3.33,3.33,3.09,0
0x10B7A342,Rejected Without Interview ,2021,Female,African American,487,3.17,3.12,3.22,4
0x10C5A360,Rejected Without Interview ,2021,Female,African American,504,3.82,3.82,3.77,0
0x10D419E9,Rejected Without Interview ,2021,Female,African American,486,2.91,2.91,2.5,0
0x1105A86C,Rejected Without Interview ,2021,Female,African American,491,3.79,3.76,3.62,3.95
0x110B5504,Rejected Without Interview ,2021,Female,African American,488,3.09,3.18,2.93,2.95
0x11175BE2,Rejected Without Interview ,2021,Female,African American,486,3.29,3.29,2.97,0
0x111C62B1,Rejected Without Interview ,2021,Female,African American,505,3.48,3.43,3.24,3.89
0x111D2FF3,Rejected Without Interview ,2021,Female,African American,485,3.08,3.08,2.75,0
0x112EDB84,Rejected Without Interview ,2021,Female,African American,508,3.55,3.55,3.22,0
0x1131F0F8,Rejected Without Interview ,2021,Female,African American,497,3.53,3.53,3.48,0
0x11324FB4,Rejected Without Interview ,2021,Female,African American,506,3.94,3.97,3.95,3.89
0x11324FB4,Rejected Without Interview ,2021,Female,African American,506,3.94,3.97,3.95,3.89
0x1132B655,Rejected Without Interview ,2021,Female,African American,486,2.84,2.68,2.52,3.62
0x1132B655,Rejected Without Interview ,2021,Female,African American,486,2.84,2.68,2.52,3.62
0x113334A5,Rejected Without Interview ,2021,Female,African American,501,3.7,3.7,3.62,0
0x1135E378,Rejected Without Interview ,2021,Female,African American,501,3.83,3.83,3.66,0
0x1136D04E,Rejected Without Interview ,2021,Female,African American,510,3.8,3.8,3.71,0
0x113B8046,Rejected Without Interview ,2021,Female,African American,482,3.47,3.47,3.41,0
0x113F4B4D,Withdrew Application before Offer,2021,Female,African American,507,3.82,3.82,3.7,0
0x114471B0,Rejected Without Interview ,2021,Female,African American,503,3.7,3.7,3.52,0
0x114F0583,Rejected Without Interview ,2021,Female,African American,502,3.74,3.74,3.55,0
0x115C2895,Rejected Without Interview ,2021,Female,African American,493,3.16,3.19,2.86,3.06
0x115DF277,Rejected Without Interview ,2021,Female,African American,502,3.45,3.45,3.28,0
0x1161277F,Rejected Without Interview ,2021,Female,African American,496,3.31,3.31,3.17,0
0x1165F70B,Rejected Without Interview ,2021,Female,African American,482,3.17,3.17,2.89,0
0x11693BDD,Rejected Without Interview ,2021,Female,African American,487,3,3,2.64,0
0x116A876F,Rejected Without Interview ,2021,Female,African American,502,3.23,3.23,2.92,0
0x116D2E5D,Rejected Without Interview ,2021,Female,African American,504,3.37,3.37,3.16,0
0x11703BEC,Rejected Without Interview ,2021,Female,African American,501,3.62,3.62,3.58,0
0x1195B3C7,Rejected Without Interview ,2021,Female,African American,503,3.41,3.41,3.12,0
0x1196C816,Rejected Without Interview ,2021,Female,African American,492,3.63,3.71,3.62,2.7
0x1199182D,Rejected Without Interview ,2021,Female,African American,486,2.71,2.44,2.05,3.22
0x119976E9,Rejected Without Interview ,2021,Female,African American,496,3.07,3.07,2.68,0
0x119A3C46,Rejected Without Interview ,2021,Female,African American,510,3.33,3.33,3.11,0
0x11A05764,Rejected Without Interview ,2021,Female,African American,495,4,4,4,0
0x11A18B47,Rejected Without Interview ,2021,Female,African American,506,3.52,3.52,3.07,0
0x11A6F0D2,Rejected Without Interview ,2021,Female,African American,497,3.37,3.37,3.11,0
0x11A80521,Rejected Without Interview ,2021,Female,African American,501,3.47,3.47,3.09,0
0x11AD825B,Rejected Without Interview ,2021,Female,African American,499,3.64,3.64,3.22,0
0x11B596B9,Rejected Without Interview ,2021,Female,African American,494,3.57,3.43,3.29,4
0x11BA271D,Rejected Without Interview ,2021,Female,African American,488,2.81,2.69,2.46,3.43
0x11BE7859,Rejected Without Interview ,2021,Female,African American,507,3.38,3.38,3.08,0
0x11BF948D,Rejected Without Interview ,2021,Female,African American,502,3.85,3.85,3.78,0
0x11C46BFE,Rejected Without Interview ,2021,Female,African American,498,3.73,3.73,3.83,0
0x11C62DFB,Rejected Without Interview ,2021,Female,African American,502,3.76,3.84,3.79,3.17
0x11CBA350,Rejected Without Interview ,2021,Female,African American,500,3.85,3.85,3.94,0
0x11E6BE9B,Rejected Without Interview ,2021,Female,African American,493,3.69,3.69,3.79,0
0x11F680B6,Rejected Without Interview ,2021,Female,African American,506,3.51,3.51,3.23,0
0x11F7FBA6,Rejected Without Interview ,2021,Female,African American,504,3.32,3.32,3.05,0
0x11FAE1BC,Rejected Without Interview ,2021,Female,African American,509,0,0,0,0
0x120AABBC,Rejected Without Interview ,2021,Female,African American,504,3.02,3.02,3.16,0
0x120B614F,Rejected Without Interview ,2021,Female,African American,495,3.73,3.73,3.62,0
0x12130F0C,Rejected Without Interview ,2021,Female,African American,498,3.3,3.3,3.16,0
0x12130F0C,Rejected Without Interview ,2021,Female,African American,498,3.3,3.3,3.16,0
0x12255881,Rejected Without Interview ,2021,Female,African American,498,3.07,3.07,2.91,0
0x12285E2B,Rejected Without Interview ,2021,Female,African American,502,3.38,3.35,3.07,3.5
0x122B3C5C,Rejected Without Interview ,2021,Female,African American,504,3.4,3.4,3.15,0
0x122EB08C,Waitlisted but not Offered ,2021,Female,African American,505,3.64,3.64,3.55,0
0x12388ECC,Rejected Without Interview ,2021,Female,African American,508,3.3,3.3,2.79,0
0x123EC199,Rejected Without Interview ,2021,Female,African American,511,3.39,3.39,3,0
0x125BBE75,Rejected Without Interview ,2021,Female,African American,503,3.77,3.77,3.66,0
0x125C7BED,Rejected Without Interview ,2021,Female,African American,502,3.9,3.9,3.84,0
0x126632B4,Rejected Without Interview ,2021,Female,African American,496,3.62,3.62,3.54,0
0x126D1B14,Rejected Without Interview ,2021,Female,African American,502,3.3,3.3,2.99,0
0x129166F1,Rejected Without Interview ,2021,Female,African American,519,3.96,3.96,3.93,0
0x1293584C,Rejected Without Interview ,2021,Female,African American,505,3.31,3.24,3.29,3.63
0x1294CB57,Rejected Without Interview ,2021,Female,African American,496,3.78,3.78,3.67,0
0x12BDFE6F,Rejected Without Interview ,2021,Female,African American,514,3.96,3.96,4,0
0x12C60303,Rejected Without Interview ,2021,Female,African American,507,3.94,3.94,3.95,0
0x12D89B6A,Rejected Without Interview ,2021,Female,African American,489,3.27,3.27,2.95,0
0x12E0806A,Rejected Without Interview ,2021,Female,African American,500,3.8,3.79,3.8,4
0x12E54811,Rejected Without Interview ,2021,Female,African American,501,3.94,3.94,3.91,0
0x12F23BC5,Rejected Without Interview ,2021,Female,African American,492,3.23,3.23,2.94,0
0x12FF375E,Rejected Without Interview ,2021,Female,African American,498,3.64,3.64,3.66,0
0x130CF06F,Rejected Without Interview ,2021,Female,African American,501,4,4,4,0
0x130FBED6,Rejected Without Interview ,2021,Female,African American,511,3.62,3.62,3.34,0
0x1324FE2B,Rejected Without Interview ,2021,Female,African American,504,4,4,4,0
0x1330AE32,Rejected Without Interview ,2021,Female,African American,501,3.14,3.05,2.85,3.55
0x137D3087,Rejected Without Interview ,2021,Female,African American,504,3.66,3.54,3.41,4
0x137F19FD,Withdrew Application after Acceptance,2021,Female,African American,511,3.78,3.78,3.61,0
0x138842AA,Rejected Without Interview ,2021,Female,African American,502,2.78,2.63,2.4,3.39
0x13899E06,Withdrew Application before Offer,2021,Female,African American,513,3.61,3.61,3.35,0
0x138E65AD,Rejected Without Interview ,2021,Female,African American,480,2.94,2.94,2.03,0
0x13956DA1,Rejected Without Interview ,2021,Female,African American,485,3.11,3.11,2.79,0
0x1399094A,Waitlisted but not Offered ,2021,Female,African American,506,3.69,3.69,3.66,0
0x139B39CD,Rejected Without Interview ,2021,Female,African American,497,2.84,2.84,2.57,0
0x139BE77B,Rejected Without Interview ,2021,Female,African American,503,3.74,3.74,3.8,0
0x139F53C6,Rejected Without Interview ,2021,Female,African American,504,3.83,3.83,3.76,0
0x139FF1AA,Rejected Without Interview ,2021,Female,African American,481,2.61,2.61,2.29,0
0x13C2051F,Rejected Without Interview ,2021,Female,African American,508,3.07,3.07,2.97,0
0x13C263DB,Rejected Without Interview ,2021,Female,African American,494,3.41,3.41,3.27,0
0x13C2B2CD,Withdrew Application after Acceptance,2021,Female,African American,511,3.91,3.91,3.84,0
0x13C48494,Offered Admissions and Matriculated,2021,Female,African American,511,3.4,3.41,3.17,3.39
0x13CE1BC7,Rejected Without Interview ,2021,Female,African American,488,3.34,3.34,3,0
0x13CF7723,Rejected Without Interview ,2021,Female,African American,517,3.38,3.32,3.29,4
0x13D4A56B,Rejected Without Interview ,2021,Female,African American,504,3.53,3.53,3.15,0
0x13D4FC42,Rejected Without Interview ,2021,Female,African American,506,3.74,3.74,3.61,0
0x13D52BA0,Rejected Without Interview ,2021,Female,African American,501,3.73,3.73,3.41,0
0x13D56AC8,Rejected Without Interview ,2021,Female,African American,489,3.53,3.53,3.37,0
0x13DB36F4,Rejected Without Interview ,2021,Female,African American,498,3.9,3.87,3.94,4
0x13DB8DCB,Rejected Without Interview ,2021,Female,African American,502,3.45,3.35,3.15,3.83
0x13E122B4,Rejected Without Interview ,2021,Female,African American,504,3.77,3.77,3.76,0
0x13E30445,Rejected Without Interview ,2021,Female,African American,515,3.53,3.53,3.13,0
0x13E4400D,Withdrew Application before Offer,2021,Female,African American,512,3.73,3.73,3.68,0
0x13E5D2AC,Rejected Without Interview ,2021,Female,African American,490,3.8,3.8,3.71,0
0x13E7BC22,Rejected Without Interview ,2021,Female,African American,503,2.8,2.8,2.97,0
0x13E8B8C2,Rejected Without Interview ,2021,Female,African American,498,3.13,2.99,2.44,3.88
0x13E94EC1,Rejected Without Interview ,2021,Female,African American,505,3.66,3.66,3.55,0
0x13EA141E,Rejected Without Interview ,2021,Female,African American,497,3.69,3.62,3.38,4
0x13EC3CBC,Rejected Without Interview ,2021,Female,African American,503,3.97,3.97,3.94,0
0x13EF5A15,Rejected Without Interview ,2021,Female,African American,501,2.99,2.99,3.2,0
0x13EF818E,Rejected Without Interview ,2021,Female,African American,502,3.87,3.87,3.93,0
0x13F0ECB4,Rejected Without Interview ,2021,Female,African American,512,3.87,3.87,3.91,0
0x13F1142D,Rejected Without Interview ,2021,Female,African American,493,3.62,3.62,3.33,0
0x13F28738,Rejected Without Interview ,2021,Female,African American,509,3.71,3.64,3.41,3.92
0x13F3F25E,Withdrew Application before Offer,2021,Female,African American,516,3.94,3.94,3.91,0
0x13FCD3FE,Rejected Without Interview ,2021,Female,African American,499,3.17,3.17,2.98,0
0x13FECD3E,Rejected Without Interview ,2021,Female,African American,483,2.97,2.97,2.61,0
0x13FFD9A8,Rejected Without Interview ,2021,Female,African American,499,3.38,3.38,3.18,0
0x14012D1F,Rejected Without Interview ,2021,Female,African American,504,3.67,3.67,3.49,0
0x14015498,Withdrew Application after Acceptance,2021,Female,African American,518,4,4,4,0
0x14052F69,Rejected Without Interview ,2021,Female,African American,507,3.89,3.89,3.9,0
0x14081D64,Rejected Without Interview ,2021,Female,African American,492,3.37,3.36,3.11,3.5
0x140A5DB1,Rejected Without Interview ,2021,Female,African American,497,3.73,3.73,3.48,0
0x140BE86B,Withdrew Application before Offer,2021,Female,African American,511,3.86,3.86,3.8,0
0x140E9F23,Rejected Without Interview ,2021,Female,African American,488,3.39,3.42,2.79,3.23
0x140EC69C,Rejected Without Interview ,2021,Female,African American,502,3.9,3.9,3.76,3.9
0x140F44EC,Rejected Without Interview ,2021,Female,African American,508,3.75,3.75,3.61,0
0x140FF29A,Rejected Without Interview ,2021,Female,African American,497,3.51,3.51,3.36,0
0x1410593B,Rejected Without Interview ,2021,Female,African American,505,3.31,3.22,2.9,3.86
0x141078CF,Rejected Without Interview ,2021,Female,African American,504,3.88,3.88,3.75,0
0x1413D550,Rejected Without Interview ,2021,Female,African American,508,3.54,3.54,3.47,0
0x1414F184,Withdrew Application before Offer,2021,Female,African American,510,3.77,3.77,3.44,0
0x1415485B,Withdrew Application before Offer,2021,Female,African American,507,4,4,4,0
0x1415CE90,Withdrew Application after Acceptance,2021,Female,African American,509,3.52,3.52,3.69,0
0x14167C3E,Withdrew Application after Acceptance,2021,Female,African American,513,3.64,3.64,3.39,0
0x1417F72E,Rejected Without Interview ,2021,Female,African American,499,3.54,3.54,3.33,0
0x14184E05,Rejected Without Interview ,2021,Female,African American,498,3.47,3.49,3.26,3.42
0x141865B4,Rejected Without Interview ,2021,Female,African American,486,2.86,2.86,2.7,0
0x141865B4,Rejected Without Interview ,2021,Female,African American,486,2.86,2.86,2.7,0
0x141942C0,Rejected Without Interview ,2021,Female,African American,512,2.99,2.93,2.42,3.37
0x141B43E5,Rejected Without Interview ,2021,Female,African American,510,3.67,3.67,3.44,0
0x141C190C,Rejected Without Interview ,2021,Female,African American,506,3.79,3.79,3.51,4
0x141D649E,Withdrew Application after Acceptance,2021,Female,African American,509,3.88,3.87,3.82,4
0x14236028,Rejected Without Interview ,2021,Female,African American,506,3.65,3.65,3.27,0
0x1423A735,Withdrew Application before Offer,2021,Female,African American,512,3.84,3.84,3.77,0
0x1425499E,Rejected Without Interview ,2021,Female,African American,496,3.98,3.98,4,0
0x14255968,Rejected Without Interview ,2021,Female,African American,487,3.2,3.14,2.85,3.44
0x1425C009,Rejected Without Interview ,2021,Female,African American,506,3.54,3.54,3.38,0
0x1425F74C,Rejected Without Interview ,2021,Female,African American,499,3.72,3.72,3.53,0
0x1427C913,Rejected Without Interview ,2021,Female,African American,496,3.3,3.3,2.87,0
0x142B64BC,Rejected Without Interview ,2021,Female,African American,508,3.18,3.18,3.16,0
0x142B6CA1,Rejected Without Interview ,2021,Female,African American,492,3.75,3.75,3.68,0
0x142D4E32,Rejected Without Interview ,2021,Female,African American,498,3.01,3.01,2.49,0
0x142ED8EC,Rejected Without Interview ,2021,Female,African American,509,4,4,4,0
0x14318FA4,Withdrew Application before Offer,2021,Female,African American,511,3.78,3.78,3.69,0
0x14330A94,Rejected Without Interview ,2021,Female,African American,491,3.64,3.62,3.49,3.83
0x14356290,Rejected Without Interview ,2021,Female,African American,491,2.96,2.96,2.76,0
0x14356A75,Rejected Without Interview ,2021,Female,African American,501,3.69,3.69,3.38,3.7
0x14389798,Offered Admissions and Matriculated,2021,Female,African American,508,3.98,3.98,4,4
0x143AD000,Rejected Without Interview ,2021,Female,African American,497,3.53,3.53,3.39,0
0x143B9D42,Rejected Without Interview ,2021,Female,African American,515,3.98,3.98,4,0
0x143C2B5C,Rejected Without Interview ,2021,Female,African American,501,2.5,2.5,2.3,0
0x143E14D2,Rejected Without Interview ,2021,Female,African American,511,3.37,3.37,3.13,0
0x143EBA9B,Rejected Without Interview ,2021,Female,African American,493,3.41,3.41,3.26,0
0x143EF1DE,Rejected Without Interview ,2021,Female,African American,497,3.96,3.96,4,0
0x143F2921,Rejected Without Interview ,2021,Female,African American,492,3.23,3.23,2.49,3.26
0x143F587F,Rejected Without Interview ,2021,Female,African American,510,3.35,3.25,2.83,4
0x144275D8,Rejected Without Interview ,2021,Female,African American,490,3.89,3.89,3.83,0
0x144275D8,Rejected Without Interview ,2021,Female,African American,490,3.89,3.89,3.83,0
0x1446DEC3,Rejected Without Interview ,2021,Female,African American,505,3.4,3.28,2.96,4
0x144AC95E,Rejected Without Interview ,2021,Female,African American,495,3.54,3.54,3.15,0
0x144AD928,Rejected Without Interview ,2021,Female,African American,487,3.28,3.32,3.16,3.19
0x144B9E85,Rejected Without Interview ,2021,Female,African American,495,3.27,3.09,2.7,3.84
0x1450D4B2,Rejected Without Interview ,2021,Female,African American,513,3.81,3.78,3.67,3.93
0x1454B768,Withdrew Application before Offer,2021,Female,African American,516,3.4,3.4,3.26,0
0x14564A07,Rejected Without Interview ,2021,Female,African American,476,2.44,2.44,2.48,0
0x14593FE7,Withdrew Application before Offer,2021,Female,African American,507,3.91,3.91,3.89,0
0x145996BE,Rejected Without Interview ,2021,Female,African American,510,3.88,3.88,3.88,0
