App Year,Application Id,Status,MCAT 2015 Highest Total,Sci Gpa,Total Gpa,CASPER Score,Gender,Race,Ethnicity
2021,3091,Rejected Without Interview,505,,,0.05,[REDACTED],International,International
2021,3954,Rejected Without Interview,,3.73,3.83,,[REDACTED],International,International
2021,4451,Rejected Without Interview,,3.71,3.79,-1.77,[REDACTED],International,International
2021,12,Withdrawn Through Match,515,3.87,3.93,-0.82,[REDACTED],Multiple,Multiple
2021,111,Withdrawn Through Match,508,3.62,3.71,1.19,[REDACTED],Multiple,Multiple
2021,329,Withdrew Application Before Interview,506,2.84,3.22,1.54,[REDACTED],Multiple,Multiple
2021,617,Withdrew Application Before Interview,514,3.52,3.53,0.86,[REDACTED],Multiple,Multiple
2021,989,Offered Admission - Matriculated,516,4,4,0.29,[REDACTED],Multiple,Multiple
2021,1780,Withdrawn Through Match,520,3.34,3.63,0.01,[REDACTED],Multiple,Multiple
2021,2854,Offered Admission - Matriculated,518,3.96,3.97,1.35,[REDACTED],Multiple,Multiple
2021,2986,Rejected After Interview,516,3.71,3.9,-0.35,[REDACTED],Multiple,Multiple
2021,3005,Offered Admission - Matriculated,517,4,4,1.11,[REDACTED],Multiple,Multiple
2021,3114,Withdrew Application Before Interview,,3.9,3.93,,[REDACTED],Multiple,Multiple
2021,3195,Offered Admission - Matriculated,517,3.84,3.87,0.31,[REDACTED],Multiple,Multiple
2021,3652,Rejected After Interview,515,4,4,0.69,[REDACTED],Multiple,Multiple
2021,281,Withdrew Application Before Interview,523,3.94,3.97,2.34,[REDACTED],Unreported,Unreported
2021,907,Offered Admission - Matriculated,518,4,4,-0.43,[REDACTED],Unreported,Unreported
2021,961,Offered Admission - Matriculated,518,3.95,3.97,0.59,[REDACTED],Unreported,Unreported
2021,1203,Offered Admission - Matriculated,516,4,4,0.86,[REDACTED],Unreported,Unreported
2021,1233,Withdrew Application Before Interview,,2.55,3,0.12,[REDACTED],Unreported,Unreported
2021,1460,Offered Admission - Matriculated,516,3.95,3.97,1.54,[REDACTED],Unreported,Unreported
2021,1533,Rejected After Interview,524,3.97,3.98,-1.46,[REDACTED],Unreported,Unreported
2021,2301,Offered Admission - Matriculated,518,3.95,3.94,0.18,[REDACTED],Unreported,Unreported
2021,2382,Withdrew Application Before Interview,,3.77,3.86,,[REDACTED],Unreported,Unreported
2021,2700,Offered Admission - Matriculated,522,3.74,3.79,0.59,[REDACTED],Unreported,Unreported
2021,2913,Rejected After Interview,519,3.55,3.77,2.04,[REDACTED],Unreported,Unreported
2021,3056,Rejected After Interview,520,4,4,1.31,[REDACTED],Unreported,Unreported
2021,3138,Rejected After Interview,523,3.84,3.9,0.2,[REDACTED],Unreported,Unreported
2021,4091,Rejected After Interview,523,4,4,2.13,[REDACTED],Unreported,Unreported
2021,4104,Withdrew Application Before Interview,,3.11,3.25,,[REDACTED],Unreported,Unreported
2021,4480,Offered Admission - Matriculated,518,3.78,3.85,-0.25,[REDACTED],Unreported,Unreported
2021,4703,Withdrew Application Before Interview,495,3.46,3.74,,[REDACTED],Unreported,Unreported
2021,5056,Rejected After Interview,524,3.96,3.98,0.26,[REDACTED],Unreported,Unreported
2021,5343,Withdrew Application Before Interview,493,3.37,3.54,,[REDACTED],Unreported,Unreported
2021,2059,Rejected Without Interview,500,3.22,3.49,-1.15,[REDACTED],White,"Panamanian; Hispanic, Latino, or of Spanish origin"
2021,421,Withdrew Application After Interview,517,3.83,3.91,0.36,[REDACTED],White/Caucasian,White/Caucasian
2021,1645,Withdrew Application After Interview,524,4,4,0.15,[REDACTED],White/Caucasian,White/Caucasian
2021,5776,Withdrew Application After Interview,518,3.75,3.81,0.82,[REDACTED],White/Caucasian,White/Caucasian
2021,822,Rejected Without Interview,504,3.56,3.64,-1.22,[REDACTED],Hispanic,"Hispanic, Latino, or of Spanish origin; Mexican/Chicano"
2021,56,Withdrawn Through Match,507,3.82,3.85,-1.83,[REDACTED],African American,African American
2021,62,Withdrawn Through Match,515,3.9,3.87,-0.37,[REDACTED],African American,African American
2021,79,Withdrawn Through Match,507,3.89,3.94,-0.51,[REDACTED],African American,African American
2021,4220,Withdrew Application Before Interview,506,3.83,3.85,-1.84,[REDACTED],African American,African American
2021,2706,Rejected Without Interview,508,3.11,3.29,1.41,[REDACTED],American Indian,American Indian
2021,3807,Rejected Without Interview,507,3.19,3.52,1.22,[REDACTED],American Indian,American Indian
2021,5173,Rejected Without Interview,492,3.14,3.42,-0.09,[REDACTED],American Indian,American Indian
2021,5361,Rejected Without Interview,502,3.29,3.11,-1.57,[REDACTED],American Indian,American Indian
2021,746,Withdrew Application After Interview,516,3.78,3.87,1.56,[REDACTED],Asian,Asian
2021,1032,Withdrew Application After Interview,522,4,3.97,0.97,[REDACTED],Asian,Asian
2021,1271,Withdrew Application After Interview,520,3.78,3.87,1.09,[REDACTED],Asian,Asian
2021,5853,Offered Admission – Deferred Accepted,515,3.5,3.79,,[REDACTED],Asian,Asian
2021,2031,Rejected Without Interview,498,3.2,3.28,-1.22,[REDACTED],Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2021,2147,Rejected Without Interview,,3.42,3.52,0.29,[REDACTED],Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2021,2395,Rejected Without Interview,503,3.71,3.82,-0.48,[REDACTED],Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2021,4663,Rejected Without Interview,512,3.05,3.26,-1.23,[REDACTED],Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2021,222,Withdrew Application After Interview,518,4,4,-0.68,[REDACTED],Hispanic,Hispanic
2021,2099,Rejected Without Interview,497,3.18,3.21,0.08,[REDACTED],Hispanic,"Hispanic, Latino, or of Spanish origin; Mexican/Chicano"
2021,2105,Rejected Without Interview,513,3.51,3.53,-0.45,[REDACTED],Hispanic,"Hispanic, Latino, or of Spanish origin; Mexican/Chicano"
2021,2624,Rejected Without Interview,500,3.71,3.71,-0.72,[REDACTED],Hispanic,"Hispanic, Latino, or of Spanish origin; Mexican/Chicano"
2021,2884,Withdrew Application After Interview,522,4,4,0.91,[REDACTED],Hispanic,Hispanic
2021,5422,Rejected Without Interview,496,2.6,2.96,0.87,[REDACTED],Hispanic,"Puerto Rican; Hispanic, Latino, or of Spanish origin"
2021,5758,Rejected Without Interview,506,3.21,3.48,-0.79,[REDACTED],Hispanic,"Hispanic, Latino, or of Spanish origin; Mexican/Chicano"
2021,5948,Rejected Without Interview,515,3.12,2.99,0.1,[REDACTED],Hispanic,"Hispanic, Latino, or of Spanish origin; Mexican/Chicano"
2021,1590,Rejected Without Interview,509,4,4,-2.87,[REDACTED],International,International
2021,2728,Rejected Without Interview,496,3.42,3.64,,[REDACTED],International,International
2021,5020,Rejected Without Interview,502,3.78,3.84,,[REDACTED],International,International
2021,5307,Rejected Without Interview,496,3.08,3.38,-1.57,[REDACTED],International,International
2021,5999,Rejected Without Interview,510,3.68,3.87,0.58,[REDACTED],International,International
2021,6038,Rejected Without Interview,,3.87,3.92,,[REDACTED],International,International
2021,64,Withdrawn Through Match,510,4,4,0.36,[REDACTED],Multiple,Multiple
2021,433,Rejected After Interview,518,4,4,0.69,[REDACTED],Multiple,Multiple
2021,487,Withdrew Application After Interview,528,4,4,0.53,[REDACTED],Multiple,Multiple
2021,724,Withdrawn Through Match,510,3.53,3.74,-1.22,[REDACTED],Multiple,Multiple
2021,770,Rejected After Interview,520,3.96,3.98,-1.07,[REDACTED],Multiple,Multiple
2021,2754,Rejected After Interview,515,3.47,3.79,1.34,[REDACTED],Multiple,Multiple
2021,2912,Rejected After Interview,519,4,4,0.09,[REDACTED],Multiple,Multiple
2021,2968,Rejected After Interview,518,3.89,3.96,1.03,[REDACTED],Multiple,Multiple
2021,4141,Rejected After Interview,521,3.86,3.9,2.09,[REDACTED],Multiple,Multiple
2021,4351,Rejected After Interview,520,3.93,3.96,-0.57,[REDACTED],Multiple,Multiple
2021,4826,Offered Admission - Matriculated,507,3.81,3.85,0.05,[REDACTED],Multiple,Multiple
2021,4834,Withdrew Application Before Interview,519,3.69,3.74,-0.46,[REDACTED],Multiple,Multiple
2021,5788,Withdrew Application Before Interview,501,3.88,3.89,,[REDACTED],Multiple,Multiple
2021,886,Rejected After Interview,525,4,4,2.31,[REDACTED],Unreported,Unreported
2021,1007,Withdrawn Through Match,526,4,4,0.86,[REDACTED],Unreported,Unreported
2021,1086,Offered Admission - Matriculated,520,4,4,-0.39,[REDACTED],Unreported,Unreported
2021,1225,Rejected After Interview,517,3.57,3.73,0.11,[REDACTED],Unreported,Unreported
2021,2315,Offered Admission - Declined,524,4,4,1.26,[REDACTED],Unreported,Unreported
2021,2399,Withdrew Application Before Interview,,3.83,3.73,,[REDACTED],Unreported,Unreported
2021,2429,Rejected After Interview,519,3.55,3.7,-0.4,[REDACTED],Unreported,Unreported
2021,2442,Offered Admission - Matriculated,522,4,4,1.04,[REDACTED],Unreported,Unreported
2021,3324,Rejected After Interview,523,3.96,3.97,-0.11,[REDACTED],Unreported,Unreported
2021,2110,Rejected Without Interview,521,4,3.99,-0.24,[REDACTED],White,"Hispanic, Latino, or of Spanish origin; Mexican/Chicano"
2021,337,Withdrew Application After Interview,524,4,4,-0.23,[REDACTED],White/Caucasian,White/Caucasian
2021,1334,Withdrew Application After Interview,522,3.91,3.93,-0.83,[REDACTED],White/Caucasian,White/Caucasian
2021,1615,Withdrew Application After Interview,523,4,4,0.85,[REDACTED],White/Caucasian,White/Caucasian
2021,2174,Withdrew Application After Interview,517,3.79,3.87,-0.75,[REDACTED],White/Caucasian,White/Caucasian
2021,2726,Withdrew Application After Interview,517,3.9,3.95,0.36,[REDACTED],White/Caucasian,White/Caucasian
2021,2770,Withdrew Application After Interview,517,3.86,3.92,0.2,[REDACTED],White/Caucasian,White/Caucasian
2021,2890,Withdrew Application After Interview,518,3.96,3.98,1.9,[REDACTED],White/Caucasian,White/Caucasian
2021,2961,Withdrew Application After Interview,515,3.86,3.93,0.52,[REDACTED],White/Caucasian,White/Caucasian
2021,3061,Withdrew Application After Interview,518,3.88,3.91,-0.27,[REDACTED],White/Caucasian,White/Caucasian
2021,3322,Withdrew Application After Interview,521,4,4,1.15,[REDACTED],White/Caucasian,White/Caucasian
2021,2112,Rejected Without Interview,520,3.92,3.86,-1.49,[REDACTED],Asian,Asian
2021,2091,Rejected Without Interview,501,3,3.28,0.47,Decline to Answer,African American,African American
2021,4891,Rejected Without Interview,494,2.87,2.92,-2.6,Decline to Answer,African American,African American
2021,3993,Rejected Without Interview,515,3.8,3.88,1.66,Decline to Answer,Asian,Asian
2021,6106,Rejected Without Interview,501,2.31,2.56,-2.83,Decline to Answer,Hispanic,Hispanic
2021,341,Rejected Without Interview,508,3.29,3.54,0.83,Decline to Answer,Unreported,Unreported
2021,2078,Rejected Without Interview,512,3.98,3.99,-0.39,Decline to Answer,Unreported,Unreported
2021,3089,Rejected Without Interview,,3.66,3.74,,Decline to Answer,Unreported,Unreported
2021,3248,Rejected Without Interview,508,2.81,2.51,-0.65,Decline to Answer,Unreported,Unreported
2021,3774,Rejected Without Interview,508,3.86,3.87,0.97,Decline to Answer,Unreported,Unreported
2021,4939,Rejected Without Interview,512,3.13,3.33,0.62,Decline to Answer,Unreported,Unreported
2021,6162,Rejected Without Interview,506,3.8,3.79,-1,Decline to Answer,Unreported,Unreported
2021,3452,Rejected After Interview,521,3.82,3.87,-0.65,Decline to Answer,White/Caucasian,White/Caucasian
2021,3849,Rejected Without Interview,514,2.98,3.36,-0.35,Decline to Answer,White/Caucasian,White/Caucasian
2021,3925,Rejected Without Interview,507,3.8,3.72,0.23,Decline to Answer,White/Caucasian,White/Caucasian
2021,78,Offered Admission - Matriculated,515,3.96,3.98,-2.5,Female,African American,African American
2021,85,Offered Admission - Matriculated,503,3.56,3.83,0.59,Female,African American,African American
2021,97,Offered Admission - Matriculated,507,3.9,3.89,-0.91,Female,African American,African American
2021,181,Offered Admission - Declined,512,3.77,3.84,0.54,Female,African American,African American
2021,220,Rejected Without Interview,495,3.38,3.51,-1.63,Female,African American,African American
2021,229,Rejected Without Interview,501,3.62,3.7,0.68,Female,African American,African American
2021,279,Rejected Without Interview,503,2.87,3.05,-2.11,Female,African American,African American
2021,292,Rejected Without Interview,,2.18,2.9,-0.99,Female,African American,African American
2021,351,Rejected Without Interview,501,3.29,3.43,,Female,African American,African American
2021,459,Rejected Without Interview,481,3.29,3.43,-1.22,Female,African American,African American
2021,495,Rejected Without Interview,495,3.62,3.73,-0.49,Female,African American,African American
2021,508,Offered Admission - Matriculated,506,3.54,3.79,-0.15,Female,African American,African American
2021,561,Rejected Without Interview,504,3.41,3.66,0.75,Female,African American,African American
2021,588,Offered Admission - Declined,511,3.84,3.91,0.44,Female,African American,African American
2021,612,Rejected Without Interview,505,3.24,3.4,,Female,African American,African American
2021,642,Offered Admission - Declined,519,3.93,3.96,-1.34,Female,African American,African American
2021,656,Rejected Without Interview,,2.72,2.97,,Female,African American,African American
2021,824,Rejected Without Interview,504,3.49,3.67,-0.83,Female,African American,African American
2021,842,Offered Admission - Declined,507,4,4,-1.22,Female,African American,African American
2021,891,Rejected Without Interview,500,3.94,3.85,-3.36,Female,African American,African American
2021,1029,Rejected Without Interview,,2.97,3.16,,Female,African American,African American
2021,1043,Offered Admission - Matriculated,515,3.13,3.53,1.57,Female,African American,African American
2021,1058,Rejected Without Interview,492,3.69,3.81,,Female,African American,African American
2021,1075,Rejected Without Interview,502,2.92,3.23,-2.06,Female,African American,African American
2021,1108,Rejected Without Interview,511,3.61,3.78,-0.11,Female,African American,African American
2021,1143,Rejected Without Interview,491,3.64,3.76,-2.35,Female,African American,African American
2021,1153,Offered Admission - Matriculated,507,3.69,3.76,-0.91,Female,African American,African American
2021,1181,Rejected Without Interview,,4,4,-2.09,Female,African American,African American
2021,1193,Rejected Without Interview,497,3.11,3.37,-0.99,Female,African American,African American
2021,1235,Rejected Without Interview,496,3.42,3.22,-0.88,Female,African American,African American
2021,1275,Offered Admission - Declined,513,3.39,3.64,0.6,Female,African American,African American
2021,1281,Rejected After Interview,507,3.23,3.44,-0.14,Female,African American,African American
2021,1285,Rejected Without Interview,503,3.8,3.74,-0.21,Female,African American,African American
2021,1290,Rejected Without Interview,502,3.76,3.9,-0.81,Female,African American,African American
2021,1319,Rejected After Interview,506,3.66,3.69,-0.91,Female,African American,African American
2021,1341,Offered Admission - Matriculated,518,4,4,0.12,Female,African American,African American
2021,1399,Rejected Without Interview,504,3.68,3.69,-0.48,Female,African American,African American
2021,1454,Rejected Without Interview,501,2.93,3.54,-1.1,Female,African American,African American
2021,1477,Rejected Without Interview,505,3.55,3.64,-0.91,Female,African American,African American
2021,1504,Rejected Without Interview,493,3.79,3.69,-0.24,Female,African American,African American
2021,1562,Rejected Without Interview,496,2.87,3.3,-0.73,Female,African American,African American
2021,1571,Rejected Without Interview,502,3.84,3.9,-2.28,Female,African American,African American
2021,1573,Rejected Without Interview,502,3.1,3.26,0.68,Female,African American,African American
2021,1580,Rejected Without Interview,504,3.15,3.4,-1.49,Female,African American,African American
2021,1589,Rejected Without Interview,507,3.18,3.34,0.27,Female,African American,African American
2021,1662,Rejected Without Interview,503,3.76,3.77,-0.81,Female,African American,African American
2021,1668,Offered Admission - Matriculated,506,3.92,3.94,-0.65,Female,African American,African American
2021,1707,Offered Admission - Declined,512,4,4,0.61,Female,African American,African American
2021,1740,Rejected Without Interview,496,4,3.98,-1.66,Female,African American,African American
2021,1814,Rejected After Interview,507,3.89,3.91,-0.02,Female,African American,African American
2021,1826,Rejected Without Interview,504,3.85,3.91,-1.08,Female,African American,African American
2021,1830,Rejected Without Interview,497,2.5,3.02,-0.58,Female,African American,African American
2021,1831,Rejected Without Interview,500,3.21,3.59,-1.26,Female,African American,African American
2021,1833,Offered Admission - Matriculated,510,3.79,3.88,-0.51,Female,African American,African American
2021,1868,Rejected Without Interview,493,3.33,3.24,-1.26,Female,African American,African American
2021,1881,Offered Admission - Matriculated,510,3.96,3.95,-0.15,Female,African American,African American
2021,1905,Rejected Without Interview,494,3.76,3.78,-1.9,Female,African American,African American
2021,1909,Rejected Without Interview,503,3.94,3.97,-1.15,Female,African American,African American
2021,1961,Rejected After Interview,510,4,3.9,-0.97,Female,African American,African American
2021,1978,Rejected Without Interview,512,2.53,2.99,-0.72,Female,African American,African American
2021,1981,Offered Admission - Matriculated,510,3.44,3.67,1.7,Female,African American,African American
2021,1988,Rejected Without Interview,501,3.2,2.99,1.24,Female,African American,African American
2021,1995,Rejected After Interview,517,3.32,3.38,-0.23,Female,African American,African American
2021,2003,Rejected Without Interview,506,3.07,3.26,0.44,Female,African American,African American
2021,2004,Rejected Without Interview,501,2.3,2.5,-1.09,Female,African American,African American
2021,2021,Offered Admission - Declined,511,4,4,0.39,Female,African American,African American
2021,2028,Rejected Without Interview,,3.09,3.49,-1.97,Female,African American,African American
2021,2045,Rejected Without Interview,,3.75,3.61,-0.64,Female,African American,African American
2021,2079,Rejected Without Interview,492,3.04,3.2,,Female,African American,African American
2021,2116,Rejected Without Interview,505,2.69,3.36,-0.21,Female,African American,African American
2021,2127,Rejected Without Interview,488,2.91,3.39,0.06,Female,African American,African American
2021,2164,Rejected Without Interview,482,3.41,3.47,-3.21,Female,African American,African American
2021,2172,Rejected Without Interview,500,2.92,3.23,0.08,Female,African American,African American
2021,2180,Rejected Without Interview,502,3.1,3.32,-0.6,Female,African American,African American
2021,2187,Rejected Without Interview,494,3.68,3.75,0.34,Female,African American,African American
2021,2196,Rejected Without Interview,497,2.6,2.96,0.28,Female,African American,African American
2021,2225,Rejected Without Interview,499,3.33,3.54,-0.48,Female,African American,African American
2021,2281,Rejected Without Interview,490,3.44,3.52,-0.88,Female,African American,African American
2021,2289,Offered Admission - Declined,512,3.68,3.73,-0.68,Female,African American,African American
2021,2307,Rejected Without Interview,496,3.51,3.66,-2.01,Female,African American,African American
2021,2318,Rejected Without Interview,,3.55,3.68,,Female,African American,African American
2021,2334,Rejected Without Interview,,3.78,3.83,,Female,African American,African American
2021,2443,Offered Admission - Matriculated,509,3.54,3.71,-0.41,Female,African American,African American
2021,2501,Rejected Without Interview,,3,3.08,-2.01,Female,African American,African American
2021,2523,Rejected Without Interview,501,3.58,3.62,-1.81,Female,African American,African American
2021,2524,Rejected Without Interview,489,2.95,3.27,-0.57,Female,African American,African American
2021,2575,Rejected Without Interview,491,3.49,3.64,-0.65,Female,African American,African American
2021,2583,Rejected Without Interview,504,3.76,3.83,-0.37,Female,African American,African American
2021,2600,Offered Admission - Matriculated,510,3.88,3.88,-0.36,Female,African American,African American
2021,2619,Rejected Without Interview,496,3.54,3.62,-0.21,Female,African American,African American
2021,2649,Rejected Without Interview,498,3.94,3.9,-1.14,Female,African American,African American
2021,2667,Rejected Without Interview,,3.04,3.22,-1.66,Female,African American,African American
2021,2676,Rejected Without Interview,504,3.27,3.65,0.13,Female,African American,African American
2021,2698,Rejected Without Interview,508,2.79,3.3,-0.15,Female,African American,African American
2021,2714,Rejected Without Interview,,3.44,3.57,-1.15,Female,African American,African American
2021,2855,Rejected Without Interview,501,3.66,3.79,-1.39,Female,African American,African American
2021,2866,Rejected Without Interview,495,3.5,3.53,-0.24,Female,African American,African American
2021,2880,Rejected Without Interview,499,3.22,3.64,,Female,African American,African American
2021,2885,Rejected Without Interview,492,3.68,3.75,-0.27,Female,African American,African American
2021,2901,Offered Admission - Declined,509,4,4,1.97,Female,African American,African American
2021,2904,Rejected Without Interview,504,3.4,3.6,-1.55,Female,African American,African American
2021,2928,Rejected Without Interview,505,3.27,3.64,-1.49,Female,African American,African American
2021,2941,Rejected Without Interview,506,3.75,3.81,-0.29,Female,African American,African American
2021,2967,Rejected Without Interview,490,3.34,3.56,-0.6,Female,African American,African American
2021,2976,Offered Admission - Declined,519,3.65,3.51,0.18,Female,African American,African American
2021,2997,Rejected Without Interview,498,3.66,3.64,0.23,Female,African American,African American
2021,3008,Offered Admission - Declined,510,3.44,3.77,1.22,Female,African American,African American
2021,3011,Rejected Without Interview,,3.28,3.46,,Female,African American,African American
2021,3014,Rejected Without Interview,,3.21,3.25,-2.12,Female,African American,African American
2021,3017,Rejected Without Interview,499,3.53,3.72,-0.25,Female,African American,African American
2021,3047,Rejected Without Interview,498,3.25,3.46,-1.94,Female,African American,African American
2021,3058,Rejected Without Interview,505,3.15,3.38,,Female,African American,African American
2021,3064,Rejected Without Interview,511,3.69,3.78,1.7,Female,African American,African American
2021,3069,Rejected Without Interview,490,3.71,3.72,0.54,Female,African American,African American
2021,3072,Rejected Without Interview,503,4,4,-0.2,Female,African American,African American
2021,3097,Rejected Without Interview,501,3.56,3.72,-1.31,Female,African American,African American
2021,3110,Rejected Without Interview,487,2.9,3.14,-0.09,Female,African American,African American
2021,3113,Rejected Without Interview,497,3.39,3.53,-0.66,Female,African American,African American
2021,3117,Rejected Without Interview,,3.58,3.31,-1.35,Female,African American,African American
2021,3137,Rejected Without Interview,485,2.65,3.16,-0.46,Female,African American,African American
2021,3154,Offered Admission - Declined,520,3.92,3.96,1.65,Female,African American,African American
2021,3179,Rejected Without Interview,504,3.16,3.37,-0.38,Female,African American,African American
2021,3219,Rejected Without Interview,502,3.78,3.85,-1.62,Female,African American,African American
2021,3224,Rejected Without Interview,504,3.65,3.74,-0.46,Female,African American,African American
2021,3256,Rejected Without Interview,498,2.88,3.19,0.11,Female,African American,African American
2021,3257,Rejected Without Interview,506,2.72,3.13,-0.57,Female,African American,African American
2021,3262,Offered Admission - Declined,510,3.27,3.47,-0.91,Female,African American,African American
2021,3286,Rejected Without Interview,501,2.9,3.06,-0.82,Female,African American,African American
2021,3296,Rejected Without Interview,503,2.97,2.8,-1.5,Female,African American,African American
2021,3317,Rejected Without Interview,486,2.48,2.71,0.75,Female,African American,African American
2021,3344,Rejected Without Interview,493,3.33,3.62,-1.54,Female,African American,African American
2021,3351,Rejected Without Interview,495,3.6,3.63,-1.27,Female,African American,African American
2021,3356,Rejected Without Interview,502,3.93,3.87,-0.65,Female,African American,African American
2021,3385,Rejected After Interview,510,3.07,3.35,-0.35,Female,African American,African American
2021,3398,Rejected Without Interview,506,3.23,3.51,0.13,Female,African American,African American
2021,3408,Rejected Without Interview,487,2.8,3.19,-1.49,Female,African American,African American
2021,3423,Rejected Without Interview,480,3.52,3.56,,Female,African American,African American
2021,3427,Rejected Without Interview,496,3.14,3.3,0.09,Female,African American,African American
2021,3434,Rejected Without Interview,501,3.42,3.7,-1.74,Female,African American,African American
2021,3457,Rejected Without Interview,507,2.63,2.78,-0.84,Female,African American,African American
2021,3463,Rejected Without Interview,511,3,3.39,-1.22,Female,African American,African American
2021,3471,Offered Admission - Declined,514,3.67,3.62,-0.89,Female,African American,African American
2021,3472,Rejected Without Interview,487,3.48,3.59,-0.94,Female,African American,African American
2021,3498,Offered Admission - Matriculated,511,3.8,3.86,0.34,Female,African American,African American
2021,3505,Rejected Without Interview,496,3.11,3.29,-1.52,Female,African American,African American
2021,3522,Rejected Without Interview,,2.52,2.68,0.34,Female,African American,African American
2021,3530,Rejected Without Interview,499,2.57,2.86,,Female,African American,African American
2021,3543,Rejected Without Interview,504,3.31,3.45,0.08,Female,African American,African American
2021,3572,Rejected Without Interview,506,3.07,3.52,-0.99,Female,African American,African American
2021,3580,Rejected Without Interview,,2.78,3.21,,Female,African American,African American
2021,3582,Offered Admission - Declined,506,3.43,3.62,-0.43,Female,African American,African American
2021,3619,Rejected Without Interview,,3.25,3.45,,Female,African American,African American
2021,3633,Rejected Without Interview,482,2.89,3.17,-1.38,Female,African American,African American
2021,3643,Rejected Without Interview,480,2.03,2.94,-0.23,Female,African American,African American
2021,3654,Rejected Without Interview,482,3.57,3.67,-0.66,Female,African American,African American
2021,3661,Rejected Without Interview,504,3.5,3.74,1.25,Female,African American,African American
2021,3695,Rejected Without Interview,512,2.92,3.16,-0.51,Female,African American,African American
2021,3701,Rejected Without Interview,506,3.08,3.48,0.12,Female,African American,African American
2021,3712,Rejected Without Interview,506,3.61,3.74,-0.73,Female,African American,African American
2021,3718,Offered Admission - Matriculated,506,3.23,3.52,-0.37,Female,African American,African American
2021,3722,Rejected Without Interview,488,3,3.34,-1.94,Female,African American,African American
2021,3723,Rejected Without Interview,492,2.46,3.23,-0.01,Female,African American,African American
2021,3731,Rejected After Interview,506,3.38,3.54,-1.48,Female,African American,African American
