Entry Year,,,Status,,,Gender,,,,,,,,Ethnicity,,MCAT Highest Total,,,,,,,GPA‐Total,,Sci GPA
2022,,RB,,,Male,,,,,,,Hispanic,,,,,510,,,,,3.6,,3.54,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,508,,,,,3.49,,3.42,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,498,,,,,3.41,,2.84,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,516,,,,,3.46,,3.2,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,517,,,,,3.76,,3.68,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,505,,,,,3.9,,3.9,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,512,,,,,3.81,,3.58,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,509,,,,,3.84,,3.89,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,512,,,,,3.22,,3.1,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,505,,,,,3.75,,3.57,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,513,,,,,4,,4,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,517,,,,,3.84,,3.79,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,518,,,,,3.77,,3.54,
2022,,RB,,,Male,,,,,,,Unreported,,,,,509,,,,,3.69,,3.48,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,502,,,,,3.95,,3.95,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,500,,,,,3.8,,3.67,
2022,,RB,,,Male,,,,,,,American Indian,,,,,492,,,,,3.5,,3.15,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,501,,,,,3.83,,3.71,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,499,,,,,3.6,,3.61,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,512,,,,,3.57,,3.15,
2022,,RB,,,Male,,,Multiple,,,,,,,,,,,,,505,3.5,,3.46,
2022,,RB,,,Female,,,African American,,,,,,,,,,,,,483,3.05,,2.6,
2022,,RB,,,Female,,,White/Caucasian,,,,,,,,,,,,,504,3.6,,3.57,
2022,,RB,,,Male,,,White/Caucasian,,,,,,,,,,,,,494,3.57,,3.59,
2022,,RB,,,Male,,,Hispanic,,,,,,,,,,,,,496,3.21,,3.04,
2022,,RB,,,Female,,,White/Caucasian,,,,,,,,,,,,,503,3.74,,3.4,
2022,,RB,,,Male,,,Hispanic,,,,,,,,,,,,,509,3.7,,3.61,
2022,,RB,,,Male,,,Hispanic,,,,,,,,,,,,,507,3.79,,3.7,
2022,,RB,,,Male,,,Hispanic,,,,,,,,,,,,,505,3.54,,3.41,
2022,,RB,,,Female,,,White/Caucasian,,,,,,,,,,,,,501,3.83,,3.77,
2022,,RB,,,Female,,,Hispanic,,,,,,,,,,,,,503,3.55,,3.38,
2022,,RB,,,Female,,,Hispanic,,,,,,,,,,,,,496,4,,4,
2022,,RB,,,Male,,,Hispanic,,,,,,,,,,,,,503,3.69,,3.68,
2022,,RB,,,Male,,,White/Caucasian,,,,,,,,,,,,,504,3.9,,3.83,
2022,,RB,,,Male,,,White/Caucasian,,,,,,,,,,,,,505,3.39,,3.19,
2022,,RB,,,Female,,,White/Caucasian,,,,,,,,,,,,,499,3.29,,3.12,
2022,,RB,,,Male,,,White/Caucasian,,,,,,,,,,,,,516,3.45,,3.22,
2022,,RB,,,Female,,,White/Caucasian,,,,,,,,,,,,,511,3.87,,3.64,
2022,,RB,,,Male,,,White/Caucasian,,,,,,,,,,,,,502,3.84,,3.84,
2022,,RB,,,Male,,,White/Caucasian,,,,,,,,,,,,,507,3.46,,3.54,
2022,,RB,,,Male,,,Hispanic,,,,,,,,,,,,,502,3.58,,3.41,
2022,,RB,,,Male,,,White/Caucasian,,,,,,,,,,,,,515,4,,4,
2022,,RB,,,Male,,,White/Caucasian,,,,,,,,,,,,,512,3.53,,3.55,
2022,,RB,,,Male,,,"ish; Hispanic, Latino, or of Spanish origin; Mexican/Ch",,,,,,,,,,,,,510,3.45,,3.33,
2022,,RB,,,Female,,,Multiple,,,,,,,,,,,,,504,3.83,,3.66,
2022,,RB,,,Male,,,White/Caucasian,,,,,,,,,,,,,507,3.17,,3.26,
2022,,RB,,,Male,,,White/Caucasian,,,,,,,,,,,,,508,3.38,,2.86,
2022,,RB,,,Female,,,White/Caucasian,,,,,,,,,,,,,503,3.26,,3.19,
2022,,RB,,,Male,,,Hispanic,,,,,,,,,,,,,508,3.37,,3.36,
2022,,RB,,,Female,,,White/Caucasian,,,,,,,,,,,,,511,3.77,,3.61,
2022,,RB,,,Male,,,White/Caucasian,,,,,,,,,,,,,505,3.68,,3.43,
2022,,RB,,,Female,,,African American,,,,,,,,,,,,,500,3.41,,3.14,
2022,,RB,,,Female,,,White/Caucasian,,,,,,,,,,,,,522,3.99,,3.99,
2022,,RB,,,Male,,,White/Caucasian,,,,,,,,,,,,,509,3.84,,3.8,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,509,,,,,3.76,,3.68,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,498,,,,,3.1,,2.9,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,506,,,,,4,,4,
2022,,RB,,,Female,,,,,,,Multiple,,,,,501,,,,,3.69,,3.56,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,480,,,,,2.63,,2.22,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,507,,,,,3.23,,2.9,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,513,,,,,3.95,,3.93,
2022,,RB,,,Male,,,,,,,Multiple,,,,,513,,,,,3.75,,3.72,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,504,,,,,3.64,,3.43,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,509,,,,,3.45,,3.38,
2022,,RB,,,Female,,,,,,,Unreported,,,,,503,,,,,3.98,,3.96,
2022,,RB,,,Male,,,,,,,African American,,,,,497,,,,,3.69,,3.55,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,511,,,,,3.65,,3.66,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,509,,,,,3.68,,3.53,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,511,,,,,3.8,,3.7,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,510,,,,,3.93,,3.93,
2022,,RB,,,Female,,,,,,,Multiple,,,,,504,,,,,3.61,,3.47,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,509,,,,,3.68,,3.64,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,510,,,,,3.98,,3.94,
2022,,RB,,,Male,,,,,,,Multiple,,,,,509,,,,,3.92,,3.83,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,517,,,,,3.81,,3.71,
2022,,RB,,,Female,,,,,,,Asian,,,,,495,,,,,3.97,,3.96,
2022,,RB,,,Male,,,,,,,Asian,,,,,524,,,,,3.85,,3.83,
2022,,RB,,,Female,,,,,,,Asian,,,,,514,,,,,3.76,,3.4,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,505,,,,,3.89,,3.94,
2022,,RB,,,Female,,,,,,,Asian,,,,,509,,,,,3.44,,3.18,
2022,,RB,,,Female,,,,,,,Asian,,,,,524,,,,,3.65,,3.45,
2022,,RB,,,Female,,,,,,,Asian,,,,,521,,,,,3.98,,3.97,
2022,,RB,,,Female,,,,,,,Asian,,,,,508,,,,,3.71,,3.63,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,519,,,,,3.44,,3.03,
2022,,RB,,,Female,,,,,,,Asian,,,,,506,,,,,3.79,,3.69,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,490,,,,,2.54,,2.49,
2022,,RB,,,Male,,,,,,,Asian,,,,,511,,,,,3.75,,3.69,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,516,,,,,3.66,,3.88,
2022,,RB,,,Female,,,,,,,Asian,,,,,506,,,,,3.48,,3.38,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,493,,,,,3.54,,3.37,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,509,,,,,3.79,,3.69,
2022,,RB,,,Male,,,,,,,Multiple,,,,,503,,,,,2.9,,2.68,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,488,,,,,3.27,,3.07,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,522,,,,,4,,4,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,507,,,,,3.71,,3.83,
2022,,RB,,,Male,,,,,,,Multiple,,,,,522,,,,,4,,4,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,506,,,,,3.95,,3.92,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,503,,,,,3.62,,3.34,
2022,,RB,,,Female,,,,,,,African American,,,,,502,,,,,3.47,,3.35,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,507,,,,,3.71,,3.67,
2022,,RB,,,Male,,,,,,,Asian,,,,,504,,,,,3.86,,3.79,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,508,,,,,3.85,,3.8,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,500,,,,,3.81,,3.69,
2022,,RB,,,Male,,,,,,,Asian,,,,,508,,,,,3.74,,3.63,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,508,,,,,3.97,,3.95,
2022,,RB,,,Female,,,,,,,Asian,,,,,497,,,,,3.77,,3.54,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,498,,,,,3.86,,3.91,
2022,,RB,,,Female,,,,,,,Asian,,,,,505,,,,,3.81,,3.72,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,494,,,,,3.31,,3.05,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,490,,,,,3.69,,3.5,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,497,,,,,3.16,,3.5,
2022,,RB,,,Male,,,,,,,African American,,,,,498,,,,,3.49,,3.53,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,518,,,,,3.85,,3.83,
2022,,RB,,,Female,,,,,,,African American,,,,,513,,,,,3.66,,3.44,
2022,,RB,,,Male,,,,,,,Asian,,,,,516,,,,,4,,4,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,503,,,,,3.69,,3.73,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,513,,,,,4,,4,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,512,,,,,3.51,,3.53,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,489,,,,,2.61,,2.51,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,508,,,,,3.82,,3.76,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,497,,,,,3.31,,3.15,
2022,,RB,,,Female,,,,,,,Unreported,,,,,509,,,,,3.86,,3.67,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,496,,,,,3.54,,3.07,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,505,,,,,3.88,,4,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,496,,,,,3.21,,3.01,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,500,,,,,2.88,,3.17,
2022,,RB,,,Female,,,,,,,Asian,,,,,500,,,,,3.65,,3.21,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,516,,,,,3.24,,3.22,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,519,,,,,3.59,,3.42,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,509,,,,,3.42,,3.32,
2022,,RB,,,Female,,,,,,,Multiple,,,,,506,,,,,3.88,,3.76,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,520,,,,,3.88,,3.53,
2022,,RB,,,Male,,,,,,,Asian,,,,,508,,,,,3.95,,3.94,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,514,,,,,3.83,,3.76,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,509,,,,,3.97,,4,
2022,,RB,,,Male,,,,,,,Asian,,,,,505,,,,,3.69,,3.55,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,504,,,,,3.79,,3.73,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,495,,,,,3.68,,3.62,
2022,,RB,,,Female,,,,,,,Multiple,,,,,498,,,,,3.83,,3.76,
2022,,RB,,,Female,,,,,,,Asian,,,,,509,,,,,3.9,,3.86,
2022,,RB,,,Female,,,,,,,Asian,,,,,512,,,,,3.9,,3.88,
2022,,RB,,,Female,,,,,,,Asian,,,,,504,,,,,3.56,,3.19,
2022,,RB,,,Male,,,,,,,Asian,,,,,519,,,,,3.98,,4,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,515,,,,,3.35,,3.43,
2022,,RB,,,Female,,,,,,,African American,,,,,510,,,,,3.67,,3.27,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,507,,,,,3.83,,3.99,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,517,,,,,4,,4,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,513,,,,,3.93,,3.86,
2022,,RB,,,Male,,,,,,,Asian,,,,,522,,,,,3.91,,3.82,
2022,,RB,,,Female,,,,,,,Asian,,,,,507,,,,,3.53,,3.24,
2022,,RB,,,Male,,,,,,,Asian,,,,,508,,,,,3.78,,3.57,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,510,,,,,3.28,,3.46,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,524,,,,,4,,4,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,503,,,,,3.33,,3.2,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,522,,,,,4,,4,
2022,,RB,,,Female,,,,,,,African American,,,,,487,,,,,3.55,,3.19,
2022,,RB,,,Female,,,,,,White/Caucasian,,,,,,,513,,,,3.94,,3.94,
2022,,RB,,,Female,,,,,,African American,,,,,,,500,,,,3.46,,3.32,
2022,,RB,,,Female,,,,,,White/Caucasian,,,,,,,503,,,,3.45,,3.3,
2022,,RB,,,Female,,,,,,White/Caucasian,,,,,,,513,,,,3.67,,3.6,
2022,,RB,,,Female,,,,,,African American,,,,,,,506,,,,3.65,,3.27,
2022,,RB,,,Male,,,,,,African American,,,,,,,492,,,,3.15,,2.65,
2022,,RB,,,Male,,,,,,Hispanic,,,,,,,504,,,,3.66,,3.6,
2022,,RB,,,Female,,,,,,Asian,,,,,,,511,,,,3.97,,3.95,
2022,,RB,,,Female,,,,,,Asian,,,,,,,502,,,,3.05,,3.07,
2022,,RB,,,Female,,,,,,Asian,,,,,,,513,,,,3.97,,3.94,
2022,,RB,,,Male,,,,,,African American,,,,,,,501,,,,3.08,,3.01,
2022,,RB,,,Female,,,,,,Asian,,,,,,,521,,,,3.85,,3.81,
2022,,RB,,,Male,,,,,,Asian,,,,,,,511,,,,3.88,,3.79,
2022,,RB,,,Male,,,,,,Asian,,,,,,,509,,,,3.94,,3.92,
2022,,RB,,,Female,,,,,,Asian,,,,,,,511,,,,3.79,,3.73,
2022,,RB,,,Female,,,,,,Asian,,,,,,,508,,,,3.7,,3.57,
2022,,RB,,,Male,,,,,,White/Caucasian,,,,,,,501,,,,3.98,,4,
2022,,RB,,,Female,,,,,,White/Caucasian,,,,,,,509,,,,3.98,,3.95,
2022,,RB,,,Male,,,,,,White/Caucasian,,,,,,,494,,,,3.93,,3.95,
2022,,RB,,,Male,,,,,,Hispanic,,,,,,,491,,,,3.26,,3.49,
2022,,RB,,,Female,,,,,,White/Caucasian,,,,,,,493,,,,4,,4,
2022,,RB,,,Female,,,,,,African American,,,,,,,493,,,,3.58,,3.5,
2022,,RB,,,Female,,,,,,Asian,,,,,,,498,,,,3.66,,3.56,
2022,,RB,,,Female,,,,,,Unreported,,,,,,,511,,,,3.87,,3.73,
2022,,RB,,,Female,,,,,,Multiple,,,,,,,498,,,,2.98,,2.78,
2022,,RB,,,Male,,,,,,Hawaiian/Pacific Islander,,,,,,,504,,,,3.21,,3.22,
2022,,RB,,,Female,,,,,,Hispanic,,,,,,,495,,,,3.3,,2.93,
2022,,RB,,,Male,,,,,,White/Caucasian,,,,,,,493,,,,3.31,,2.86,
2022,,RB,,,Female,,,,,,White/Caucasian,,,,,,,499,,,,3.77,,3.5,
2022,,RB,,,Female,,,,,,White/Caucasian,,,,,,,509,,,,3.71,,3.56,
2022,,RB,,,Male,,,,,,Asian,,,,,,,514,,,,4,,4,
2022,,RB,,,Female,,,,,,African American,,,,,,,507,,,,3.42,,3.14,
2022,,RB,,,Male,,,,,,White/Caucasian,,,,,,,500,,,,3.47,,3.42,
2022,,RB,,,Male,,,,,,White/Caucasian,,,,,,,517,,,,3.75,,3.64,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,522,,,,,4,,4,
2022,,RB,,,Female,,,,,,,African American,,,,,498,,,,,3.41,,3.2,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,518,,,,,3.54,,3.5,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,507,,,,,3.96,,4,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,513,,,,,3.72,,3.39,
2022,,RB,,,Female,,,,,,,Multiple,,,,,508,,,,,3.95,,3.91,
2022,,RB,,,Male,,,,,,,Asian,,,,,522,,,,,3.7,,3.7,
2022,,RB,,,Female,,,,,,,Asian,,,,,511,,,,,3.33,,3.23,
2022,,RB,,,Female,,,,,,,Asian,,,,,511,,,,,3.33,,3.23,
2022,,RB,,,Male,,,,,,,Asian,,,,,517,,,,,3.34,,3.19,
2022,,RB,,,Female,,,,,,,Asian,,,,,514,,,,,3.63,,3.52,
2022,,RB,,,Male,,,,,,,Asian,,,,,518,,,,,4,,4,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,507,,,,,4,,4,
2022,,RB,,,Female,,,,,,,African American,,,,,492,,,,,3.1,,2.61,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,501,,,,,3.86,,3.83,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,510,,,,,3.86,,3.84,
2022,,RB,,,Male,,,,,,,African American,,,,,500,,,,,3.49,,3.35,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,507,,,,,3.96,,3.98,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,503,,,,,3.94,,3.93,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,515,,,,,3.47,,3.32,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,506,,,,,3.81,,3.72,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,512,,,,,3.63,,3.6,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,511,,,,,3.33,,2.76,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,501,,,,,3.92,,3.88,
2022,,RB,,,Female,,,,,,,Asian,,,,,513,,,,,3.77,,3.56,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,502,,,,,3.43,,3.25,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,509,,,,,3.22,,3.38,
2022,,RB,,,Female,,,,,,,African American,,,,,502,,,,,3.21,,3.15,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,507,,,,,3.79,,3.67,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,513,,,,,3.67,,3.72,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,501,,,,,3.51,,3.25,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,510,,,,,3.86,,3.83,
2022,,RB,,,Female,,,,,,,African American,,,,,507,,,,,3.29,,2.92,
2022,,RB,,,Female,,,,,,,Asian,,,,,499,,,,,3.76,,3.77,
2022,,RB,,,Female,,,,,,,African American,,,,,500,,,,,2.78,,2.67,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,506,,,,,3.6,,3.89,
2022,,RB,,,Male,,,,,,,African American,,,,,480,,,,,3.54,,3.79,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,522,,,,,4,,4,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,511,,,,,3.92,,3.88,
2022,,RB,,,Male,,,,,,,Asian,,,,,508,,,,,3.09,,3.17,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,511,,,,,3.58,,3.53,
2022,,RB,,,Male,,,,,,,African American,,,,,517,,,,,2.95,,2.63,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,504,,,,,3.76,,3.66,
2022,,RB,,,Female,,,,,,,African American,,,,,481,,,,,2.98,,3.25,
2022,,RB,,,Male,,,,,,,Asian,,,,,514,,,,,3.91,,3.8,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,506,,,,,3.74,,3.38,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,513,,,,,3.89,,4,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,486,,,,,3.96,,3.96,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,504,,,,,3.44,,3.33,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,516,,,,,3.89,,3.88,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,509,,,,,3.96,,3.93,
2022,,RB,,,Male,,,,,,,African American,,,,,495,,,,,3.61,,3.62,
2022,,RB,,,Male,,,,,,,African American,,,,,505,,,,,3.71,,3.93,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,508,,,,,3.5,,3.45,
2022,,RB,,,Female,,,,,,,Multiple,,,,,497,,,,,3.39,,3.01,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,498,,,,,3.04,,2.63,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,516,,,,,3.97,,3.94,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,503,,,,,4,,4,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,506,,,,,3.68,,3.41,
2022,,RB,,,Female,,,,,,,Multiple,,,,,496,,,,,3.4,,3.3,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,515,,,,,3.78,,3.75,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,509,,,,,3.81,,3.73,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,506,,,,,3.57,,3.44,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,504,,,,,3.71,,3.54,
2022,,RB,,,Male,,,,,,,Asian,,,,,516,,,,,3.82,,3.71,
2022,,RB,,,Female,,,,,,,Asian,,,,,493,,,,,3.15,,3.14,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,516,,,,,3.56,,3.57,
2022,,RB,,,Female,,,,,,,African American,,,,,488,,,,,3.36,,3.05,
2022,,RB,,,Male,,,,,,,African American,,,,,512,,,,,2.97,,3.04,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,488,,,,,3.53,,3.48,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,513,,,,,3.88,,4,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,493,,,,,3.04,,3.35,
2022,,RB,,,Male,,,,,,,African American,,,,,504,,,,,2.83,,2.56,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,522,,,,,3.58,,3.56,
2022,,RB,,,Male,,,,,,,African American,,,,,507,,,,,4,,4,
2022,,RB,,,Female,,,,,,,African American,,,,,502,,,,,3.29,,3.1,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,516,,,,,3.48,,3.35,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,508,,,,,4,,4,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,508,,,,,3.77,,3.84,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,497,,,,,3.93,,3.9,
2022,,RB,,,Female,,,,,,,Asian,,,,,506,,,,,3.9,,3.87,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,516,,,,,3.72,,3.63,
2022,,RB,,,Male,,,,,,,Asian,,,,,521,,,,,4,,4,
2022,,RB,,,Male,,,,,,,Multiple,,,,,510,,,,,3.69,,3.61,
2022,,RB,,,Female,,,,,,,Asian,,,,,510,,,,,3.92,,3.87,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,507,,,,,3.8,,3.64,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,502,,,,,3.91,,3.87,
2022,,RB,,,Female,,,,,,,African American,,,,,511,,,,,3.65,,3.4,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,494,,,,,3.28,,3.35,
2022,,RB,,,Male,,,,,,,African American,,,,,526,,,,,3.79,,3.74,
2022,,RB,,,Female,,,,,,,African American,,,,,503,,,,,3.13,,2.89,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,505,,,,,3.58,,3.44,
2022,,RB,,,Male,,,,,,,Asian,,,,,514,,,,,3.93,,3.85,
2022,,RB,,,Female,,,,,,,Multiple,,,,,507,,,,,3.88,,3.87,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,508,,,,,3.4,,3.18,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,506,,,,,3.74,,3.7,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,499,,,,,4,,4,
2022,,RB,,,Female,,,,,,,Unreported,,,,,508,,,,,3.6,,3.48,
2022,,RB,,,Male,,,,,,,Asian,,,,,520,,,,,4,,4,
2022,,RB,,,Female,,,,,,,African American,,,,,502,,,,,3.31,,2.97,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,507,,,,,3.29,,2.83,
2022,,RB,,,Female,,,,,,,African American,,,,,502,,,,,2.66,,2.46,
2022,,RB,,,Male,,,,,,,Multiple,,,,,509,,,,,3.81,,3.7,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,507,,,,,3.49,,3.17,
2022,,RB,,,Male,,,,,,,Asian,,,,,507,,,,,4,,4,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,513,,,,,3.9,,3.84,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,509,,,,,3.69,,3.57,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,504,,,,,2.74,,2.26,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,508,,,,,3.91,,3.87,
2022,,RB,,,Female,,,,,,,African American,,,,,484,,,,,3.34,,3.09,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,503,,,,,3.93,,3.88,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,511,,,,,3.7,,3.56,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,501,,,,,4,,4,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,506,,,,,3.94,,3.84,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,510,,,,,3.97,,4,
2022,,RB,,,Female,,,,,,,Asian,,,,,519,,,,,3.88,,3.84,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,507,,,,,3.97,,3.96,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,512,,,,,4,,4,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,502,,,,,4,,4,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,517,,,,,3.61,,3.36,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,507,,,,,3.85,,3.82,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,514,,,,,3.9,,3.88,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,511,,,,,3.56,,3.49,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,520,,,,,3.66,,3.64,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,515,,,,,3.97,,3.96,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,510,,,,,3.38,,3.24,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,521,,,,,4,,4,
