Entry Year,,,Status,,,Gender,,,,,,,,Ethnicity,,MCAT Highest Total,,,,,,,GPA‐Total,,Sci GPA
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,504,,,,,2.81,,2.6,
2022,,RB,,,Male,,,,,,,African American,,,,,484,,,,,2.82,,2.75,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,505,,,,,3.95,,3.92,
2022,,RB,,,Female,,,,,,,Asian,,,,,508,,,,,3.24,,3.1,
2022,,RB,,,Female,,,,,,,Asian,,,,,501,,,,,3.38,,3.21,
2022,,RB,,,Female,,,,,,,Asian,,,,,501,,,,,3.71,,3.57,
2022,,RB,,,Female,,,,,,,Asian,,,,,511,,,,,3.68,,3.7,
2022,,RB,,,Male,,,,,,,Asian,,,,,512,,,,,3.58,,3.52,
2022,,RB,,,Male,,,,,,,Asian,,,,,517,,,,,3.94,,3.91,
2022,,RB,,,Female,,,,,,,Asian,,,,,510,,,,,3.76,,3.64,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,494,,,,,3.92,,3.94,
2022,,RB,,,Female,,,,,,,Unreported,,,,,511,,,,,3.87,,3.75,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,491,,,,,2.63,,2.21,
2022,,RB,,,Female,,,,,,,Asian,,,,,515,,,,,3.91,,3.89,
2022,,RB,,,Male,,,,,,,Asian,,,,,516,,,,,3.73,,3.5,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,511,,,,,3.31,,3.59,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,494,,,,,3.93,,3.92,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,510,,,,,3.62,,3.34,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,515,,,,,3.68,,3.72,
2022,,RB,,,Female,,,,,,,Asian,,,,,518,,,,,3.8,,3.66,
2022,,RB,,,Male,,,,,,,African American,,,,,509,,,,,3.51,,3.59,
2022,,RB,,,Female,,,,,,,African American,,,,,501,,,,,3.62,,3.48,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,510,,,,,3.83,,3.71,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,501,,,,,3.46,,3.33,
2022,,RB,,,Female,,,,,,,African American,,,,,489,,,,,3.53,,3.37,
2022,,RB,,,Female,,,,,,,Asian,,,,,505,,,,,3.53,,3.36,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,509,,,,,3.91,,4,
2022,,RB,,,Female,,,,,,,Asian,,,,,516,,,,,3.93,,3.91,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,510,,,,,3.88,,3.82,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,496,,,,,3.79,,3.51,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,513,,,,,4,,4,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,508,,,,,3.84,,3.83,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,521,,,,,3.73,,3.69,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,509,,,,,3.9,,3.88,
2022,,RB,,,Female,,,,,,,Asian,,,,,515,,,,,3.92,,3.79,
2022,,RB,,,Female,,,,,,,Asian,,,,,510,,,,,3.61,,3.42,
2022,,RB,,,Female,,,,,,,African American,,,,,495,,,,,3.3,,3,
2022,,RB,,,Female,,,,,,,Asian,,,,,489,,,,,3.37,,3.37,
2022,,RB,,,Male,,,,,,,Asian,,,,,506,,,,,3.98,,4,
2022,,RB,,,Male,,,,,,,Asian,,,,,508,,,,,3.79,,3.86,
2022,,RB,,,Female,,,,,,,Asian,,,,,497,,,,,3.55,,3.46,
2022,,RB,,,Female,,,,,,,Asian,,,,,514,,,,,4,,4,
2022,,RB,,,Female,,,,,,,African American,,,,,497,,,,,3.4,,3.49,
2022,,RB,,,Male,,,,,,,Asian,,,,,520,,,,,3.97,,4,
2022,,RB,,,Female,,,,,,,Asian,,,,,503,,,,,3.76,,3.71,
2022,,RB,,,Male,,,,,,,Asian,,,,,511,,,,,3.94,,3.94,
2022,,RB,,,Female,,,,,,,Asian,,,,,514,,,,,3.95,,3.9,
2022,,RB,,,Female,,,,,,,Asian,,,,,516,,,,,3.83,,3.82,
2022,,RB,,,Female,,,,,,,Asian,,,,,506,,,,,3.58,,3.41,
2022,,RB,,,Female,,,,,,,Asian,,,,,500,,,,,3.77,,3.63,
2022,,RB,,,Female,,,,,,,Asian,,,,,510,,,,,3.9,,3.91,
2022,,RB,,,Male,,,,,,,Asian,,,,,513,,,,,3.7,,3.3,
2022,,RB,,,Male,,,,,,,Asian,,,,,491,,,,,3.55,,3.55,
2022,,RB,,,Female,,,,,,,Multiple,,,,,496,,,,,3.46,,3.24,
2022,,RB,,,Female,,,,,,,Asian,,,,,515,,,,,3.96,,3.9,
2022,,RB,,,Male,,,,,,,Asian,,,,,479,,,,,2.94,,2.75,
2022,,RB,,,Male,,,,,,,Asian,,,,,502,,,,,3.64,,3.46,
2022,,RB,,,Female,,,,,,,Asian,,,,,502,,,,,3.64,,3.39,
2022,,RB,,,Male,,,,,,,Asian,,,,,504,,,,,3.93,,3.88,
2022,,RB,,,Male,,,,,,,Asian,,,,,519,,,,,3.66,,3.71,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,508,,,,,3.79,,3.68,
2022,,RB,,,Female,,,,,,,Asian,,,,,503,,,,,3.53,,3.37,
2022,,RB,,,Male,,,,,,,Asian,,,,,500,,,,,3.9,,3.8,
2022,,RB,,,Female,,,,,,,Asian,,,,,502,,,,,3.78,,3.66,
2022,,RB,,,Male,,,,,,,Asian,,,,,500,,,,,3.42,,3.25,
2022,,RB,,,Male,,,,,,,Asian,,,,,513,,,,,4,,4,
2022,,RB,,,Female,,,,,,,African American,,,,,504,,,,,3.89,,3.82,
2022,,RB,,,Male,,,,,,,Asian,,,,,511,,,,,3.67,,3.62,
2022,,RB,,,Male,,,,,,,Asian,,,,,503,,,,,3.82,,3.77,
2022,,RB,,,Female,,,,,,,Asian,,,,,516,,,,,3.88,,3.81,
2022,,RB,,,Female,,,,,,,Asian,,,,,518,,,,,3.77,,3.65,
2022,,RB,,,Female,,,,,,,Asian,,,,,506,,,,,3.55,,3.3,
2022,,RB,,,Female,,,,,,,Asian,,,,,499,,,,,3.96,,3.91,
2022,,RB,,,Male,,,,,,,Asian,,,,,517,,,,,3.8,,3.64,
2022,,RB,,,Female,,,,,,,Asian,,,,,513,,,,,4,,4,
2022,,RB,,,Female,,,,,,,Asian,,,,,501,,,,,3.68,,3.51,
2022,,RB,,,Male,,,,,,,Asian,,,,,505,,,,,3.68,,3.65,
2022,,RB,,,Male,,,,,,,Asian,,,,,512,,,,,4,,4,
2022,,RB,,,Female,,,,,,,Asian,,,,,504,,,,,3.71,,3.67,
2022,,RB,,,Male,,,,,,,Asian,,,,,511,,,,,3.86,,3.79,
2022,,RB,,,Female,,,,,,,Asian,,,,,508,,,,,4,,4,
2022,,RB,,,Female,,,,,,,Asian,,,,,494,,,,,3.44,,3.31,
2022,,RB,,,Male,,,,,,,Asian,,,,,518,,,,,3.04,,2.94,
2022,,RB,,,Female,,,,,,,Asian,,,,,503,,,,,3.32,,3.29,
2022,,RB,,,Male,,,,,,,Asian,,,,,492,,,,,3.86,,3.87,
2022,,RB,,,Female,,,,,,,Asian,,,,,505,,,,,3.83,,3.75,
2022,,RB,,,Female,,,,,,,Asian,,,,,516,,,,,3.79,,3.61,
2022,,RB,,,Female,,,,,,,Asian,,,,,510,,,,,4,,4,
2022,,RB,,,Male,,,,,,,Asian,,,,,525,,,,,3.89,,3.9,
2022,,RB,,,Male,,,,,,,Asian,,,,,526,,,,,3.89,,4,
2022,,RB,,,Female,,,,,,,Asian,,,,,509,,,,,3.97,,3.94,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,504,,,,,3.61,,3.56,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,508,,,,,3.88,,3.81,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,483,,,,,2.81,,1.92,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,519,,,,,3.97,,4,
2022,,RB,,,Female,,,,,,,Asian,,,,,519,,,,,3.93,,3.97,
2022,,RB,,,Male,,,,,,,Asian,,,,,513,,,,,3.51,,3.44,
2022,,RB,,,Male,,,,,,,Asian,,,,,503,,,,,3.85,,3.87,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,516,,,,,3.58,,3.38,
2022,,RB,,,Male,,,,,,,Asian,,,,,522,,,,,3.95,,3.97,
2022,,RB,,,Male,,,,,,,Asian,,,,,513,,,,,3.78,,3.75,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,508,,,,,3.6,,3.37,
2022,,RB,,,Female,,,,,,,African American,,,,,512,,,,,3.64,,3.14,
2022,,RB,,,Female,,,,,,,African American,,,,,485,,,,,3.33,,3.16,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,508,,,,,3.95,,3.91,
2022,,RB,,,Female,,,,,,,African American,,,,,492,,,,,2.97,,2.19,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,514,,,,,4,,4,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,510,,,,,3.83,,3.76,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,506,,,,,3.56,,3.18,
2022,,RB,,,Male,,,,,,,Asian,,,,,511,,,,,3.67,,3.55,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,511,,,,,3.97,,3.95,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,514,,,,,3.72,,3.65,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,508,,,,,3.88,,3.79,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,511,,,,,3.44,,3.18,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,515,,,,,3.66,,3.61,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,506,,,,,3.87,,3.66,
2022,,RB,,,Female,,,,,,,Asian,,,,,509,,,,,3.37,,3.42,
2022,,RB,,,Female,,,,,,,African American,,,,,497,,,,,3.69,,3.54,
2022,,RB,,,Male,,,,,,,African American,,,,,500,,,,,3.21,,3.1,
2022,,RB,,,Male,,,,,,,African American,,,,,504,,,,,3.73,,3.64,
2022,,RB,,,Female,,,,,,,African American,,,,,506,,,,,3.61,,3.36,
2022,,RB,,,Male,,,,,,,African American,,,,,493,,,,,3.72,,3.58,
2022,,RB,,,Female,,,,,,,African American,,,,,495,,,,,3.81,,3.68,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,506,,,,,3.43,,3.61,
2022,,RB,,,Male,,,,,,,African American,,,,,497,,,,,3.04,,2.84,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,511,,,,,3.76,,3.7,
2022,,RB,,,Female,,,,,,,African American,,,,,489,,,,,2.8,,2.52,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,505,,,,,3.53,,3.53,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,495,,,,,3.14,,2.95,
2022,,RB,,,Female,,,,,,,African American,,,,,504,,,,,3.82,,3.83,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,506,,,,,3.21,,2.62,
2022,,RB,,,Female,,,,,,,Multiple,,,,,511,,,,,3.74,,3.72,
2022,,RB,,,Male,,,,,,,African American,,,,,503,,,,,3.93,,3.9,
2022,,RB,,,Female,,,,,,,African American,,,,,513,,,,,3.16,,2.7,
2022,,RB,,,Female,,,,,,,African American,,,,,503,,,,,3.72,,3.65,
2022,,RB,,,Male,,,,,,,African American,,,,,502,,,,,3.53,,3.62,
2022,,RB,,,Female,,,,,,,Asian,,,,,510,,,,,3.9,,3.79,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,502,,,,,3.72,,3.49,
2022,,RB,,,Male,,,,,,,African American,,,,,501,,,,,3.34,,3,
2022,,RB,,,Male,,,,,,,African American,,,,,501,,,,,3.63,,3.39,
2022,,RB,,,Female,,,,,,,African American,,,,,492,,,,,3.19,,2.54,
2022,,RB,,,Male,,,,,,,African American,,,,,506,,,,,3.59,,3.61,
2022,,RB,,,Male,,,,,,,African American,,,,,492,,,,,4,,4,
2022,,RB,,,Female,,,,,,,African American,,,,,501,,,,,3.6,,3.29,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,510,,,,,3.36,,3,
2022,,RB,,,Female,,,,,,,African American,,,,,507,,,,,3.59,,3.39,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,501,,,,,3.13,,2.72,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,512,,,,,3.84,,3.75,
2022,,RB,,,Female,,,,,,,Asian,,,,,495,,,,,2.68,,2.44,
2022,,RB,,,Female,,,,,,,African American,,,,,502,,,,,3.66,,3.52,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,508,,,,,3.12,,2.89,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,519,,,,,4,,4,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,501,,,,,3.65,,3.56,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,503,,,,,3.87,,3.78,
2022,,RB,,,Male,,,,,,,Asian,,,,,511,,,,,3.61,,3.45,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,503,,,,,3.63,,3.29,
2022,,RB,,,Female,,,,,,,African American,,,,,508,,,,,3.53,,3.53,
2022,,RB,,,Female,,,,,,,African American,,,,,480,,,,,3.39,,3.3,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,508,,,,,3.35,,3,
2022,,RB,,,Female,,,,,,,African American,,,,,506,,,,,3.39,,3.09,
2022,,RB,,,Female,,,,,,,African American,,,,,510,,,,,3.45,,3.43,
2022,,RB,,,Female,,,,,,,African American,,,,,512,,,,,3.8,,3.72,
2022,,RB,,,Female,,,,,,,Unreported,,,,,488,,,,,3.49,,3.17,
2022,,RB,,,Male,,,,,,,African American,,,,,495,,,,,3.34,,3.03,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,503,,,,,3.59,,3.62,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,500,,,,,3.87,,3.85,
2022,,RB,,,Female,,,,,,,African American,,,,,507,,,,,3.84,,3.87,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,510,,,,,4,,4,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,515,,,,,3.62,,3.61,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,513,,,,,3.3,,3.1,
2022,,RB,,,Male,,,,,,,African American,,,,,501,,,,,3.72,,3.67,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,509,,,,,3.7,,3.64,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,508,,,,,3.97,,3.94,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,506,,,,,3.92,,3.87,
2022,,RB,,,Male,,,,,,,African American,,,,,512,,,,,3.83,,3.85,
2022,,RB,,,Male,,,,,,,Asian,,,,,519,,,,,3.6,,3.5,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,502,,,,,3.68,,3.6,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,508,,,,,4,,4,
2022,,RB,,,Male,,,,,,,African American,,,,,514,,,,,3.85,,3.77,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,503,,,,,3.83,,3.88,
2022,,RB,,,Female,,,,,,,African American,,,,,495,,,,,3.48,,3.24,
2022,,RB,,,Female,,,,,,,African American,,,,,501,,,,,3.93,,3.91,
2022,,RB,,,Female,,,,,,,African American,,,,,503,,,,,3.78,,3.59,
2022,,RB,,,Male,,,,,,,Multiple,,,,,506,,,,,3.94,,3.91,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,507,,,,,3.85,,3.7,
2022,,RB,,,Female,,,,,,,Asian,,,,,520,,,,,4,,4,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,494,,,,,3.23,,3.05,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,484,,,,,3.8,,3.67,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,501,,,,,3.52,,3.43,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,522,,,,,4,,4,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,499,,,,,3.64,,3.5,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,511,,,,,3.69,,3.48,
2022,,RB,,,Male,,,,,,,Asian,,,,,504,,,,,3.67,,3.5,
2022,,RB,,,Female,,,,,,,Unreported,,,,,514,,,,,3.66,,3.49,
2022,,RB,,,Female,,,,,,,Asian,,,,,508,,,,,3.92,,3.88,
2022,,RB,,,Female,,,,,,,Asian,,,,,512,,,,,3.19,,2.66,
2022,,RB,,,Female,,,,,,,Asian,,,,,500,,,,,3.17,,3.15,
2022,,RB,,,Female,,,,,,,Asian,,,,,500,,,,,3.84,,3.72,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,506,,,,,3.73,,3.85,
2022,,RB,,,Female,,,,,,,African American,,,,,509,,,,,3.51,,3.32,
2022,,RB,,,Male,,,,,,,Asian,,,,,518,,,,,3.68,,3.68,
2022,,RB,,,Male,,,,,,,Asian,,,,,525,,,,,3.98,,4,
2022,,RB,,,Male,,,,,,,Asian,,,,,505,,,,,3.04,,2.85,
2022,,RB,,,Female,,,,,,,Asian,,,,,484,,,,,2.39,,1.76,
2022,,RB,,,Female,,,,,,,Asian,,,,,509,,,,,3.57,,3.46,
2022,,RB,,,Female,,,,,,,Asian,,,,,510,,,,,4,,4,
2022,,RB,,,Male,,,,,,,Asian,,,,,513,,,,,3.86,,3.81,
2022,,RB,,,Male,,,,,,,Asian,,,,,503,,,,,3.71,,3.68,
2022,,RB,,,Female,,,,,,,Asian,,,,,517,,,,,4,,4,
2022,,RB,,,Male,,,,,,,Asian,,,,,510,,,,,3.89,,4,
2022,,RB,,,Female,,,,,,,Asian,,,,,510,,,,,3.76,,3.61,
2022,,RB,,,Female,,,,,,,Asian,,,,,507,,,,,3.33,,3.3,
2022,,RB,,,Female,,,,,,,Asian,,,,,494,,,,,3.66,,3.53,
2022,,RB,,,Female,,,,,,,Asian,,,,,521,,,,,4,,4,
2022,,RB,,,Female,,,,,,,Asian,,,,,508,,,,,3.58,,3.17,
2022,,RB,,,Female,,,,,,,Asian,,,,,516,,,,,3.87,,3.81,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,508,,,,,3.88,,3.78,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,512,,,,,3.77,,3.72,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,519,,,,,3.98,,4,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,491,,,,,3.22,,2.85,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,510,,,,,3.88,,3.81,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,495,,,,,3.68,,3.64,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,500,,,,,3.14,,3.02,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,477,,,,,3.21,,2.99,
2022,,RB,,,Female,,,,,,,Asian,,,,,511,,,,,3.98,,3.94,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,511,,,,,3.5,,3.55,
2022,,RB,,,Male,,,,,,,Asian,,,,,499,,,,,3.43,,3.24,
2022,,RB,,,Male,,,,,,,Asian,,,,,500,,,,,3.28,,3.33,
2022,,RB,,,Female,,,,,,,Asian,,,,,511,,,,,3.98,,3.96,
2022,,RB,,,Female,,,,,,,Asian,,,,,492,,,,,3.41,,3.02,
2022,,RB,,,Male,,,,,,,Asian,,,,,513,,,,,3.98,,3.95,
2022,,RB,,,Male,,,,,,,Unreported,,,,,511,,,,,3.91,,4,
2022,,RB,,,Female,,,,,,,Multiple,,,,,507,,,,,3.13,,2.77,
2022,,RB,,,Male,,,,,,,Multiple,,,,,509,,,,,3.83,,3.88,
2022,,RB,,,Male,,,,,,,Asian,,,,,503,,,,,3.83,,3.82,
2022,,RB,,Male,,,,,,,,,Asian,,,,511,,,,,3.88,,3.99,
2022,,RB,,Male,,,,,,,,,Asian,,,,505,,,,,3.78,,3.62,
2022,,RB,,Female,,,,,,,,,Asian,,,,513,,,,,3.71,,3.71,
2022,,RB,,Male,,,,,,,,,Asian,,,,505,,,,,3.97,,4,
2022,,RB,,Male,,,,,,,,,Asian,,,,508,,,,,3.86,,3.78,
2022,,RB,,Female,,,,,,,,,Multiple,,,,506,,,,,3.63,,3.51,
2022,,RB,,Female,,,,,,,,,Asian,,,,517,,,,,3.05,,3.3,
2022,,RB,,Male,,,,,,,,,Asian,,,,525,,,,,4,,4,
2022,,RB,,Female,,,,,,,,,Asian,,,,496,,,,,3.81,,3.7,
2022,,RB,,Male,,,,,,,,,Asian,,,,502,,,,,3.36,,3.12,
2022,,RB,,Female,,,,,,,,,Asian,,,,498,,,,,3.5,,3.46,
2022,,RB,,ecline to Answe,,,,,,,,,Asian,,,,497,,,,,3.44,,3.4,
2022,,RB,,Male,,,,,,,,,Asian,,,,509,,,,,3.93,,3.92,
2022,,RB,,Female,,,,,,,,,Asian,,,,510,,,,,3.86,,3.78,
2022,,RB,,Female,,,,,,,,,Asian,,,,513,,,,,3.94,,3.94,
2022,,RB,,Male,,,,,,,,,Unreported,,,,517,,,,,4,,4,
2022,,RB,,Male,,,,,,,,,Asian,,,,486,,,,,3.4,,2.93,
2022,,RB,,Female,,,,,,,,,Asian,,,,515,,,,,3.96,,3.92,
2022,,RB,,Male,,,,,,,,,Asian,,,,520,,,,,3.94,,3.93,
2022,,RB,,Male,,,,,,,,,Asian,,,,511,,,,,3.16,,2.94,
2022,,RB,,Male,,,,,,,,,White/Caucasian,,,,520,,,,,4,,4,
2022,,RB,,Female,,,,,,,,,Asian,,,,513,,,,,3.91,,3.85,
2022,,RB,,Male,,,,,,,,,Asian,,,,509,,,,,4,,4,
2022,,RB,,Male,,,,,,,,,Asian,,,,501,,,,,3.41,,3,
2022,,RB,,Male,,,,,,,,,White/Caucasian,,,,516,,,,,3.89,,3.84,
2022,,RB,,Female,,,,,,,,,White/Caucasian,,,,504,,,,,3.68,,3.6,
2022,,RB,,Female,,,,,,,,,Hispanic,,,,503,,,,,3.9,,3.84,
2022,,RB,,Female,,,,,,,,,Hispanic,,,,512,,,,,3.88,,3.85,
2022,,RB,,Male,,,,,,,,,White/Caucasian,,,,524,,,,,3.97,,4,
2022,,RB,,Male,,,,,,,,,White/Caucasian,,,,500,,,,,3.98,,3.97,
2022,,RB,,Female,,,,,,,,,White/Caucasian,,,,509,,,,,3.93,,3.88,
2022,,RB,,Male,,,,,,,,,Hispanic,,,,504,,,,,3.8,,3.68,
2022,,RB,,Male,,,,,,,,,Multiple,,,,513,,,,,3.62,,3.41,
2022,,RB,,Male,,,,,,,,,Hispanic,,,,510,,,,,3.87,,3.9,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,481,,,,,3.14,,2.86,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,492,,,,,3.31,,3.34,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,503,,,,,3.41,,3.23,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,498,,,,,3.22,,3,
2022,,RB,,,Male,,,,,,,Asian,,,,,507,,,,,3.95,,3.92,
2022,,RB,,,Female,,,,,,,Multiple,,,,,520,,,,,3.96,,3.93,
2022,,RB,,,Female,,,,,,,Asian,,,,,514,,,,,3.76,,3.52,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,500,,,,,3.07,,3.16,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,523,,,,,3.85,,3.77,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,502,,,,,3.53,,3.38,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,500,,,,,3.83,,3.73,
2022,,RB,,,Male,,,,,,,Asian,,,,,508,,,,,3.94,,3.88,
2022,,RB,,,Male,,,,,,,Asian,,,,,511,,,,,3.95,,3.89,
2022,,RB,,,Male,,,,,,,Hispanic,,,,,515,,,,,3.81,,3.73,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,508,,,,,3.41,,3.24,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,503,,,,,3.31,,3.17,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,504,,,,,3.68,,3.54,
2022,,RB,,,Male,,,,,,,Asian,,,,,512,,,,,3.91,,3.84,
2022,,RB,,,Female,,,,,,,Hispanic,,,,,504,,,,,3.6,,3.21,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,495,,,,,2.46,,1.94,
2022,,RB,,,Female,,,,,,,Asian,,,,,510,,,,,4,,4,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,521,,,,,3.58,,3.31,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,520,,,,,3.56,,3.44,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,514,,,,,3.56,,3.38,
2022,,RB,,,Male,,,,,,,Asian,,,,,523,,,,,3.96,,4,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,505,,,,,3.65,,3.5,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,512,,,,,3.79,,3.67,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,489,,,,,3.58,,3.38,
2022,,RB,,,Female,,,,,,,Asian,,,,,498,,,,,3.73,,3.82,
2022,,RB,,,Female,,,,,,,Asian,,,,,496,,,,,3.88,,3.7,
2022,,RB,,,Female,,,,,,,Asian,,,,,507,,,,,3.9,,3.87,
2022,,RB,,,Male,,,,,,,Asian,,,,,501,,,,,3.33,,3.22,
2022,,RB,,,Female,,,,,,,Asian,,,,,516,,,,,3.74,,3.56,
2022,,RB,,,Male,,,,,,,Asian,,,,,510,,,,,3.86,,3.75,
2022,,RB,,,Female,,,,,,,Asian,,,,,502,,,,,3.75,,3.6,
2022,,RB,,,Female,,,,,,,Asian,,,,,522,,,,,4,,4,
2022,,RB,,,Female,,,,,,,Asian,,,,,503,,,,,3.73,,3.63,
2022,,RB,,,Female,,,,,,,Asian,,,,,516,,,,,3.79,,3.62,
2022,,RB,,,Female,,,,,,,Asian,,,,,505,,,,,3.98,,3.96,
2022,,RB,,,Female,,,,,,,Asian,,,,,501,,,,,3.18,,2.94,
2022,,RB,,,Female,,,,,,,Asian,,,,,495,,,,,3.85,,3.87,
2022,,RB,,,Female,,,,,,,Asian,,,,,521,,,,,4,,4,
2022,,RB,,,Male,,,,,,,Asian,,,,,512,,,,,3.76,,3.64,
2022,,RB,,,Male,,,,,,,Asian,,,,,513,,,,,3.55,,3.49,
2022,,RB,,,Male,,,,,,,Asian,,,,,520,,,,,4,,4,
2022,,RB,,,Female,,,,,,,Asian,,,,,511,,,,,3.78,,3.69,
2022,,RB,,,Male,,,,,,,Asian,,,,,511,,,,,3.38,,3.49,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,500,,,,,3.8,,3.66,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,483,,,,,3.87,,3.82,
2022,,RB,,,Male,,,,,,,American Indian,,,,,503,,,,,3.17,,2.94,
2022,,RB,,,Male,,,,,,,Unreported,,,,,521,,,,,,,,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,510,,,,,3.81,,3.73,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,520,,,,,3.72,,3.27,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,502,,,,,3.61,,3.32,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,514,,,,,3.58,,3.35,
2022,,RB,,,Male,,,,,,,White/Caucasian,,,,,511,,,,,3.65,,3.55,
2022,,RB,,,Female,,,,,,,White/Caucasian,,,,,507,,,,,3.87,,3.77,
